FILE: acculturation.XPT
------------------------------------------------------------
SHAPE: (11372, 5)
COLUMNS: ['SEQN', 'ACD010A', 'ACD010B', 'ACD010C', 'ACD040']
SEQN present: YES

Missing %:
SEQN        0.00
ACD010A    24.38
ACD010B    99.77
ACD010C    93.94
ACD040     79.56

Full DataFrame Preview:
           SEQN  ACD010A  ACD010B  ACD010C  ACD040
6723   137456.0      NaN      NaN      9.0     NaN
6724   137457.0      1.0      NaN      NaN     NaN
6725   137458.0      1.0      NaN      NaN     NaN
6726   137459.0      NaN      NaN      NaN     4.0
6727   137460.0      NaN      NaN      NaN     1.0
6728   137461.0      NaN      NaN      NaN     5.0
6729   137462.0      1.0      NaN      NaN     NaN
6730   137463.0      1.0      NaN      NaN     NaN
6731   137464.0      1.0      NaN      NaN     NaN
6732   137465.0      NaN      NaN      9.0     NaN
6733   137466.0      1.0      NaN      NaN     NaN
6734   137467.0      1.0      NaN      NaN     NaN
6735   137468.0      1.0      NaN      NaN     NaN
6736   137469.0      1.0      NaN      NaN     NaN
6737   137470.0      1.0      NaN      NaN     NaN
6738   137471.0      1.0      NaN      NaN     NaN
6739   137472.0      NaN      NaN      NaN     1.0
6740   137473.0      1.0      NaN      NaN     NaN
6741   137474.0      NaN      NaN      NaN     1.0
6742   137476.0      1.0      NaN      NaN     NaN
6743   137477.0      1.0      NaN      9.0     NaN
6744   137478.0      1.0      NaN      NaN     NaN
6745   137479.0      NaN      NaN      NaN     3.0
6746   137480.0      NaN      NaN      NaN     4.0
6747   137481.0      1.0      NaN      NaN     NaN
6748   137482.0      1.0      NaN      NaN     NaN
6749   137483.0      1.0      NaN      NaN     NaN
6750   137484.0      1.0      NaN      NaN     NaN
6751   137485.0      1.0      NaN      NaN     NaN
6752   137486.0      NaN      NaN      NaN     2.0
6753   137487.0      1.0      NaN      NaN     NaN
6754   137488.0      1.0      NaN      NaN     NaN
6755   137489.0      NaN      NaN      NaN     5.0
6756   137490.0      1.0      NaN      NaN     NaN
6757   137491.0      1.0      NaN      NaN     NaN
6758   137492.0      1.0      NaN      NaN     NaN
6759   137493.0      1.0      NaN      NaN     NaN
6760   137494.0      1.0      NaN      NaN     NaN
6761   137495.0      1.0      NaN      NaN     NaN
6762   137497.0      1.0      NaN      NaN     NaN
6763   137498.0      NaN      NaN      NaN     4.0
6764   137499.0      1.0      NaN      NaN     NaN
6765   137500.0      1.0      NaN      NaN     NaN
6766   137501.0      1.0      NaN      NaN     NaN
6767   137502.0      1.0      NaN      NaN     NaN
6768   137503.0      1.0      NaN      9.0     NaN
6769   137504.0      1.0      NaN      NaN     NaN
6770   137505.0      1.0      NaN      NaN     NaN
6771   137506.0      1.0      NaN      NaN     NaN
6772   137507.0      1.0      NaN      NaN     NaN
6773   137508.0      1.0      NaN      NaN     NaN
6774   137509.0      1.0      NaN      NaN     NaN
6775   137510.0      1.0      NaN      NaN     NaN
6776   137511.0      1.0      NaN      NaN     NaN
6777   137512.0      1.0      NaN      NaN     NaN
6778   137513.0      1.0      NaN      NaN     NaN
6779   137514.0      1.0      NaN      NaN     NaN
6780   137515.0      NaN      NaN      NaN     1.0
6781   137516.0      1.0      NaN      NaN     NaN
6782   137517.0      1.0      NaN      NaN     NaN
6783   137518.0      1.0      NaN      9.0     NaN
6784   137519.0      1.0      NaN      NaN     NaN
6785   137520.0      1.0      NaN      NaN     NaN
6786   137521.0      NaN      NaN      NaN     5.0
6787   137522.0      NaN      NaN      NaN     1.0
6788   137523.0      1.0      NaN      NaN     NaN
6789   137524.0      1.0      NaN      NaN     NaN
6790   137525.0      1.0      NaN      NaN     NaN
6791   137526.0      1.0      NaN      NaN     NaN
6792   137527.0      1.0      NaN      NaN     NaN
6793   137528.0      1.0      NaN      NaN     NaN
6794   137529.0      1.0      NaN      NaN     NaN
6795   137530.0      1.0      NaN      NaN     NaN
6796   137531.0      1.0      NaN      NaN     NaN
6797   137532.0      1.0      NaN      NaN     NaN
6798   137533.0      1.0      NaN      NaN     NaN
6799   137534.0      1.0      NaN      NaN     NaN
6800   137535.0      1.0      NaN      NaN     NaN
6801   137537.0      NaN      NaN      NaN     5.0
6802   137538.0      1.0      NaN      NaN     NaN
6803   137539.0      1.0      NaN      9.0     NaN
6804   137540.0      1.0      NaN      NaN     NaN
6805   137541.0      1.0      NaN      NaN     NaN
6806   137542.0      1.0      NaN      9.0     NaN
6807   137543.0      1.0      NaN      NaN     NaN
6808   137544.0      1.0      NaN      NaN     NaN
6809   137545.0      1.0      NaN      NaN     NaN
6810   137546.0      1.0      NaN      NaN     NaN
6811   137547.0      1.0      NaN      NaN     NaN
6812   137548.0      NaN      NaN      NaN     1.0
6813   137549.0      NaN      NaN      NaN     NaN
6814   137550.0      1.0      NaN      NaN     NaN
6815   137551.0      1.0      NaN      NaN     NaN
6816   137552.0      1.0      NaN      NaN     NaN
6817   137553.0      1.0      NaN      NaN     NaN
6818   137554.0      1.0      NaN      NaN     NaN
6819   137555.0      1.0      NaN      NaN     NaN
6820   137556.0      NaN      NaN      NaN     1.0
6821   137557.0      1.0      NaN      NaN     NaN
6822   137558.0      NaN      NaN      NaN     4.0
6823   137559.0      1.0      NaN      NaN     NaN
6824   137560.0      NaN      NaN      NaN     4.0
6825   137562.0      1.0      NaN      NaN     NaN
6826   137563.0      1.0      NaN      NaN     NaN
6827   137564.0      1.0      NaN      NaN     NaN
6828   137565.0      NaN      NaN      NaN     3.0
6829   137566.0      1.0      NaN      NaN     NaN
6830   137567.0      1.0      NaN      NaN     NaN
6831   137568.0      1.0      NaN      NaN     NaN
6832   137569.0      1.0      NaN      NaN     NaN
6833   137570.0      1.0      NaN      NaN     NaN
6834   137571.0      NaN      NaN      9.0     NaN
6835   137572.0      1.0      NaN      NaN     NaN
6836   137573.0      1.0      NaN      NaN     NaN
6837   137574.0      NaN      NaN      NaN     5.0
6838   137575.0      1.0      NaN      NaN     NaN
6839   137576.0      1.0      NaN      NaN     NaN
6840   137577.0      1.0      NaN      NaN     NaN
6841   137578.0      1.0      NaN      NaN     NaN
6842   137579.0      NaN      NaN      NaN     1.0
6843   137580.0      1.0      NaN      NaN     NaN
6844   137581.0      1.0      NaN      NaN     NaN
6845   137582.0      1.0      NaN      NaN     NaN
6846   137583.0      1.0      NaN      NaN     NaN
6847   137585.0      1.0      NaN      NaN     NaN
6848   137586.0      1.0      NaN      NaN     NaN
6849   137587.0      1.0      NaN      NaN     NaN
6850   137588.0      NaN      NaN      NaN     3.0
6851   137589.0      1.0      NaN      NaN     NaN
6852   137590.0      1.0      NaN      NaN     NaN
6853   137591.0      1.0      NaN      NaN     NaN
6854   137592.0      NaN      NaN      9.0     NaN
6855   137593.0      NaN      NaN      NaN     5.0
6856   137594.0      1.0      NaN      NaN     NaN
6857   137595.0      NaN      NaN      NaN     5.0
6858   137596.0      1.0      NaN      NaN     NaN
6859   137597.0      NaN      NaN      NaN     1.0
6860   137598.0      1.0      NaN      NaN     NaN
6861   137599.0      NaN      NaN      NaN     1.0
6862   137600.0      1.0      NaN      NaN     NaN
6863   137601.0      1.0      NaN      NaN     NaN
6864   137602.0      NaN      NaN      9.0     NaN
6865   137603.0      1.0      NaN      NaN     NaN
6866   137604.0      1.0      NaN      NaN     NaN
6867   137605.0      1.0      NaN      NaN     NaN
6868   137606.0      NaN      NaN      NaN     4.0
6869   137607.0      NaN      NaN      NaN     3.0
6870   137608.0      1.0      NaN      NaN     NaN
6871   137609.0      NaN      NaN      NaN     5.0
6872   137610.0      NaN      NaN      NaN     1.0
6873   137611.0      1.0      NaN      NaN     NaN
6874   137612.0      1.0      NaN      NaN     NaN
6875   137613.0      NaN      NaN      NaN     1.0
6876   137614.0      NaN      NaN      NaN     1.0
6877   137615.0      NaN      NaN      NaN     1.0
6878   137616.0      1.0      NaN      NaN     NaN
6879   137617.0      1.0      NaN      NaN     NaN
6880   137618.0      NaN      NaN      NaN     4.0
6881   137619.0      1.0      NaN      NaN     NaN
6882   137620.0      1.0      NaN      NaN     NaN
6883   137621.0      1.0      NaN      NaN     NaN
6884   137622.0      NaN      NaN      NaN     5.0
6885   137623.0      1.0      NaN      NaN     NaN
6886   137624.0      1.0      NaN      NaN     NaN
6887   137625.0      1.0      NaN      NaN     NaN
6888   137626.0      1.0      NaN      NaN     NaN
6889   137627.0      1.0      NaN      NaN     NaN
6890   137628.0      NaN      NaN      NaN     4.0
6891   137629.0      NaN      NaN      NaN     5.0
6892   137630.0      1.0      NaN      NaN     NaN
6893   137631.0      NaN      NaN      NaN     4.0
6894   137632.0      1.0      NaN      NaN     NaN
6895   137633.0      1.0      NaN      NaN     NaN
6896   137634.0      1.0      NaN      NaN     NaN
6897   137635.0      1.0      NaN      NaN     NaN
6898   137636.0      1.0      NaN      NaN     NaN
6899   137637.0      NaN      NaN      NaN     1.0
6900   137638.0      1.0      NaN      NaN     NaN
6901   137639.0      1.0      NaN      NaN     NaN
6902   137640.0      1.0      NaN      NaN     NaN
6903   137641.0      NaN      NaN      NaN     3.0
6904   137642.0      1.0      NaN      NaN     NaN
6905   137643.0      NaN      NaN      NaN     5.0
6906   137644.0      1.0      NaN      NaN     NaN
6907   137645.0      1.0      NaN      NaN     NaN
6908   137646.0      1.0      NaN      NaN     NaN
6909   137647.0      1.0      NaN      NaN     NaN
6910   137648.0      1.0      NaN      NaN     NaN
6911   137649.0      1.0      NaN      NaN     NaN
6912   137650.0      NaN      NaN      NaN     2.0
6913   137651.0      1.0      NaN      NaN     NaN
6914   137652.0      1.0      NaN      NaN     NaN
6915   137653.0      NaN      NaN      NaN     4.0
6916   137654.0      1.0      NaN      NaN     NaN
6917   137655.0      1.0      NaN      NaN     NaN
6918   137656.0      1.0      NaN      NaN     NaN
6919   137657.0      1.0      NaN      NaN     NaN
6920   137659.0      1.0      NaN      NaN     NaN
6921   137660.0      1.0      NaN      NaN     NaN
6922   137661.0      NaN      NaN      9.0     NaN
6923   137662.0      NaN      NaN      NaN     1.0
6924   137663.0      1.0      NaN      NaN     NaN
6925   137664.0      1.0      NaN      NaN     NaN
6926   137665.0      1.0      NaN      NaN     NaN
6927   137666.0      1.0      NaN      NaN     NaN
6928   137667.0      1.0      NaN      9.0     NaN
6929   137668.0      1.0      NaN      NaN     NaN
6930   137669.0      NaN      NaN      NaN     1.0
6931   137670.0      1.0      NaN      NaN     NaN
6932   137671.0      1.0      NaN      NaN     NaN
6933   137672.0      NaN      NaN      NaN     2.0
6934   137673.0      1.0      NaN      NaN     NaN
6935   137674.0      1.0      NaN      NaN     NaN
6936   137675.0      NaN      NaN      NaN     3.0
6937   137676.0      1.0      NaN      NaN     NaN
6938   137677.0      1.0      NaN      NaN     NaN
6939   137678.0      NaN      NaN      9.0     NaN
6940   137680.0      1.0      NaN      NaN     NaN
6941   137681.0      1.0      NaN      NaN     NaN
6942   137682.0      1.0      NaN      NaN     NaN
6943   137683.0      1.0      NaN      NaN     NaN
6944   137684.0      NaN      NaN      9.0     NaN
6945   137685.0      1.0      NaN      NaN     NaN
6946   137686.0      1.0      NaN      NaN     NaN
6947   137687.0      1.0      NaN      NaN     NaN
6948   137688.0      1.0      NaN      NaN     NaN
6949   137689.0      1.0      NaN      NaN     NaN
6950   137690.0      NaN      NaN      NaN     3.0
6951   137691.0      1.0      NaN      NaN     NaN
6952   137692.0      1.0      NaN      NaN     NaN
6953   137693.0      1.0      NaN      NaN     NaN
6954   137694.0      NaN      NaN      NaN     5.0
6955   137695.0      1.0      NaN      NaN     NaN
6956   137696.0      1.0      NaN      NaN     NaN
6957   137698.0      NaN      NaN      NaN     1.0
6958   137699.0      1.0      NaN      NaN     NaN
6959   137700.0      NaN      NaN      NaN     4.0
6960   137701.0      NaN      NaN      NaN     1.0
6961   137702.0      1.0      NaN      NaN     NaN
6962   137703.0      1.0      NaN      NaN     NaN
6963   137704.0      NaN      NaN      NaN     2.0
6964   137705.0      1.0      NaN      NaN     NaN
6965   137706.0      1.0      NaN      NaN     NaN
6966   137707.0      1.0      NaN      NaN     NaN
6967   137708.0      1.0      NaN      NaN     NaN
6968   137709.0      1.0      NaN      NaN     NaN
6969   137710.0      NaN      NaN      NaN     4.0
6970   137711.0      1.0      NaN      NaN     NaN
6971   137712.0      NaN      NaN      9.0     NaN
6972   137713.0      1.0      NaN      NaN     NaN
6973   137714.0      NaN      NaN      NaN     2.0
6974   137715.0      1.0      NaN      NaN     NaN
6975   137716.0      NaN      NaN      NaN     5.0
6976   137717.0      1.0      NaN      NaN     NaN
6977   137718.0      1.0      NaN      NaN     NaN
6978   137719.0      NaN      NaN      NaN     4.0
6979   137720.0      1.0      NaN      NaN     NaN
6980   137721.0      1.0      NaN      NaN     NaN
6981   137722.0      1.0      NaN      NaN     NaN
6982   137723.0      1.0      NaN      NaN     NaN
6983   137724.0      NaN      NaN      NaN     4.0
6984   137725.0      1.0      NaN      NaN     NaN
6985   137726.0      1.0      NaN      NaN     NaN
6986   137727.0      1.0      NaN      NaN     NaN
6987   137728.0      1.0      NaN      NaN     NaN
6988   137729.0      1.0      NaN      NaN     NaN
6989   137730.0      1.0      NaN      NaN     NaN
6990   137731.0      1.0      NaN      NaN     NaN
6991   137732.0      NaN      NaN      NaN     5.0
6992   137733.0      1.0      NaN      NaN     NaN
6993   137734.0      1.0      NaN      NaN     NaN
6994   137735.0      1.0      NaN      NaN     NaN
6995   137736.0      1.0      NaN      NaN     NaN
6996   137737.0      1.0      NaN      NaN     NaN
6997   137738.0      1.0      NaN      NaN     NaN
6998   137739.0      1.0      NaN      NaN     NaN
6999   137740.0      NaN      NaN      NaN     2.0
7000   137741.0      1.0      NaN      NaN     NaN
7001   137742.0      1.0      NaN      NaN     NaN
7002   137743.0      1.0      NaN      NaN     NaN
7003   137744.0      1.0      NaN      NaN     NaN
7004   137745.0      1.0      NaN      NaN     NaN
7005   137746.0      1.0      NaN      NaN     NaN
7006   137747.0      1.0      NaN      NaN     NaN
7007   137748.0      1.0      NaN      NaN     NaN
7008   137749.0      1.0      NaN      NaN     NaN
7009   137750.0      NaN      NaN      NaN     3.0
7010   137751.0      1.0      NaN      NaN     NaN
7011   137752.0      1.0      NaN      NaN     NaN
7012   137753.0      1.0      NaN      NaN     NaN
7013   137754.0      NaN      NaN      9.0     NaN
7014   137755.0      1.0      NaN      NaN     NaN
7015   137756.0      NaN      NaN      9.0     NaN
7016   137757.0      1.0      NaN      NaN     NaN
7017   137758.0      1.0      NaN      NaN     NaN
7018   137759.0      NaN      NaN      NaN     5.0
7019   137760.0      NaN      NaN      NaN     5.0
7020   137761.0      NaN      NaN      9.0     NaN
7021   137762.0      1.0      NaN      NaN     NaN
7022   137763.0      NaN      NaN      NaN     5.0
7023   137764.0      NaN      NaN      NaN     4.0
7024   137765.0      1.0      NaN      NaN     NaN
7025   137767.0      NaN      NaN      NaN     5.0
7026   137768.0      NaN      NaN      NaN     1.0
7027   137769.0      1.0      NaN      NaN     NaN
7028   137770.0      1.0      NaN      NaN     NaN
7029   137771.0      1.0      NaN      NaN     NaN
7030   137772.0      NaN      NaN      NaN     1.0
7031   137773.0      1.0      NaN      NaN     NaN
7032   137774.0      NaN      NaN      NaN     5.0
7033   137775.0      1.0      NaN      NaN     NaN
7034   137776.0      1.0      NaN      NaN     NaN
7035   137777.0      NaN      NaN      NaN     3.0
7036   137778.0      NaN      NaN      NaN     1.0
7037   137779.0      1.0      NaN      NaN     NaN
7038   137780.0      NaN      NaN      NaN     3.0
7039   137781.0      NaN      NaN      NaN     2.0
7040   137782.0      NaN      NaN      NaN     5.0
7041   137783.0      1.0      NaN      NaN     NaN
7042   137784.0      1.0      NaN      NaN     NaN
7043   137785.0      NaN      NaN      NaN     5.0
7044   137786.0      NaN      NaN      NaN     NaN
7045   137787.0      NaN      NaN      NaN     2.0
7046   137788.0      NaN      NaN      NaN     1.0
7047   137789.0      1.0      NaN      NaN     NaN
7048   137790.0      1.0      NaN      NaN     NaN
7049   137791.0      1.0      NaN      NaN     NaN
7050   137792.0      NaN      NaN      NaN     4.0
7051   137793.0      1.0      NaN      NaN     NaN
7052   137794.0      1.0      NaN      NaN     NaN
7053   137795.0      1.0      NaN      NaN     NaN
7054   137796.0      NaN      NaN      NaN     4.0
7055   137797.0      1.0      NaN      NaN     NaN
7056   137798.0      1.0      NaN      NaN     NaN
7057   137799.0      1.0      NaN      NaN     NaN
7058   137800.0      1.0      NaN      NaN     NaN
7059   137801.0      NaN      NaN      NaN     1.0
7060   137802.0      NaN      NaN      NaN     3.0
7061   137803.0      1.0      NaN      NaN     NaN
7062   137804.0      NaN      NaN      NaN     1.0
7063   137805.0      NaN      NaN      9.0     NaN
7064   137806.0      1.0      NaN      NaN     NaN
7065   137807.0      1.0      NaN      NaN     NaN
7066   137808.0      1.0      NaN      NaN     NaN
7067   137809.0      1.0      NaN      NaN     NaN
7068   137810.0      NaN      NaN      NaN     2.0
7069   137811.0      1.0      NaN      NaN     NaN
7070   137812.0      1.0      NaN      NaN     NaN
7071   137813.0      NaN      NaN      NaN     4.0
7072   137814.0      1.0      NaN      NaN     NaN
7073   137815.0      1.0      NaN      NaN     NaN
7074   137816.0      1.0      NaN      NaN     NaN
7075   137817.0      1.0      NaN      NaN     NaN
7076   137818.0      1.0      NaN      NaN     NaN
7077   137819.0      1.0      NaN      NaN     NaN
7078   137820.0      1.0      NaN      NaN     NaN
7079   137821.0      NaN      NaN      9.0     NaN
7080   137822.0      1.0      NaN      NaN     NaN
7081   137823.0      1.0      NaN      NaN     NaN
7082   137824.0      1.0      NaN      NaN     NaN
7083   137825.0      1.0      NaN      NaN     NaN
7084   137826.0      1.0      NaN      NaN     NaN
7085   137828.0      NaN      NaN      NaN     3.0
7086   137829.0      1.0      NaN      NaN     NaN
7087   137830.0      1.0      NaN      9.0     NaN
7088   137831.0      NaN      NaN      NaN     4.0
7089   137832.0      1.0      NaN      NaN     NaN
7090   137833.0      NaN      NaN      NaN     4.0
7091   137834.0      1.0      NaN      NaN     NaN
7092   137835.0      NaN      NaN      NaN     2.0
7093   137836.0      1.0      NaN      NaN     NaN
7094   137837.0      NaN      NaN      NaN     4.0
7095   137838.0      1.0      NaN      NaN     NaN
7096   137839.0      1.0      NaN      NaN     NaN
7097   137840.0      1.0      NaN      NaN     NaN
7098   137841.0      1.0      NaN      NaN     NaN
7099   137842.0      1.0      NaN      NaN     NaN
7100   137843.0      1.0      NaN      NaN     NaN
7101   137844.0      NaN      NaN      NaN     4.0
7102   137845.0      1.0      NaN      NaN     NaN
7103   137846.0      1.0      NaN      NaN     NaN
7104   137847.0      1.0      NaN      NaN     NaN
7105   137848.0      1.0      NaN      NaN     NaN
7106   137849.0      1.0      NaN      NaN     NaN
7107   137850.0      1.0      NaN      NaN     NaN
7108   137851.0      1.0      NaN      9.0     NaN
7109   137852.0      1.0      NaN      NaN     NaN
7110   137853.0      1.0      NaN      NaN     NaN
7111   137854.0      1.0      NaN      NaN     NaN
7112   137855.0      1.0      NaN      NaN     NaN
7113   137856.0      1.0      NaN      NaN     NaN
7114   137857.0      1.0      NaN      NaN     NaN
7115   137858.0      1.0      NaN      NaN     NaN
7116   137859.0      1.0      NaN      NaN     NaN
7117   137860.0      1.0      NaN      NaN     NaN
7118   137861.0      1.0      NaN      NaN     NaN
7119   137862.0      1.0      NaN      NaN     NaN
7120   137863.0      1.0      NaN      NaN     NaN
7121   137864.0      NaN      NaN      NaN     2.0
7122   137865.0      1.0      NaN      NaN     NaN
7123   137866.0      1.0      NaN      NaN     NaN
7124   137867.0      1.0      NaN      NaN     NaN
7125   137868.0      1.0      NaN      NaN     NaN
7126   137869.0      NaN      NaN      NaN     3.0
7127   137870.0      1.0      NaN      NaN     NaN
7128   137871.0      1.0      NaN      9.0     NaN
7129   137872.0      1.0      NaN      NaN     NaN
7130   137873.0      1.0      NaN      9.0     NaN
7131   137874.0      1.0      NaN      NaN     NaN
7132   137875.0      1.0      NaN      NaN     NaN
7133   137876.0      1.0      NaN      NaN     NaN
7134   137877.0      1.0      NaN      NaN     NaN
7135   137878.0      1.0      NaN      NaN     NaN
7136   137879.0      1.0      NaN      NaN     NaN
7137   137881.0      1.0      NaN      NaN     NaN
7138   137882.0      NaN      NaN      NaN     5.0
7139   137883.0      1.0      NaN      NaN     NaN
7140   137884.0      NaN      NaN      9.0     NaN
7141   137885.0      1.0      8.0      NaN     NaN
7142   137886.0      1.0      NaN      NaN     NaN
7143   137887.0      NaN      NaN      NaN     5.0
7144   137888.0      NaN      NaN      NaN     3.0
7145   137889.0      1.0      NaN      NaN     NaN
7146   137890.0      1.0      NaN      NaN     NaN
7147   137891.0      1.0      NaN      NaN     NaN
7148   137892.0      1.0      NaN      NaN     NaN
7149   137893.0      1.0      NaN      NaN     NaN
7150   137894.0      1.0      NaN      NaN     NaN
7151   137895.0      1.0      NaN      NaN     NaN
7152   137897.0      1.0      NaN      NaN     NaN
7153   137898.0      NaN      NaN      NaN     5.0
7154   137899.0      1.0      NaN      NaN     NaN
7155   137900.0      NaN      NaN      9.0     NaN
7156   137901.0      1.0      NaN      NaN     NaN
7157   137902.0      NaN      NaN      NaN     4.0
7158   137903.0      1.0      NaN      NaN     NaN
7159   137904.0      1.0      NaN      NaN     NaN
7160   137905.0      1.0      NaN      NaN     NaN
7161   137906.0      1.0      NaN      NaN     NaN
7162   137907.0      1.0      NaN      NaN     NaN
7163   137908.0      1.0      NaN      NaN     NaN
7164   137909.0      1.0      NaN      NaN     NaN
7165   137910.0      1.0      NaN      NaN     NaN
7166   137911.0      1.0      NaN      NaN     NaN
7167   137912.0      NaN      NaN      NaN     NaN
7168   137913.0      NaN      NaN      NaN     5.0
7169   137914.0      1.0      NaN      NaN     NaN
7170   137915.0      NaN      NaN      NaN     4.0
7171   137916.0      1.0      NaN      NaN     NaN
7172   137918.0      NaN      NaN      NaN     5.0
7173   137920.0      NaN      NaN      NaN     4.0
7174   137921.0      1.0      NaN      NaN     NaN
7175   137923.0      NaN      NaN      NaN     5.0
7176   137924.0      1.0      NaN      NaN     NaN
7177   137925.0      1.0      NaN      NaN     NaN
7178   137926.0      1.0      NaN      NaN     NaN
7179   137927.0      1.0      NaN      NaN     NaN
7180   137928.0      1.0      NaN      NaN     NaN
7181   137929.0      NaN      NaN      NaN     1.0
7182   137930.0      NaN      NaN      9.0     NaN
7183   137931.0      NaN      NaN      NaN     3.0
7184   137932.0      1.0      NaN      NaN     NaN
7185   137933.0      1.0      NaN      NaN     NaN
7186   137934.0      1.0      NaN      NaN     NaN
7187   137936.0      1.0      NaN      NaN     NaN
7188   137937.0      1.0      NaN      NaN     NaN
7189   137938.0      1.0      NaN      NaN     NaN
7190   137939.0      NaN      NaN      NaN     4.0
7191   137940.0      1.0      NaN      NaN     NaN
7192   137941.0      NaN      NaN      NaN     4.0
7193   137942.0      1.0      NaN      NaN     NaN
7194   137943.0      NaN      NaN      NaN     5.0
7195   137944.0      1.0      NaN      NaN     NaN
7196   137945.0      NaN      NaN      NaN     3.0
7197   137947.0      NaN      NaN      NaN     3.0
7198   137948.0      NaN      NaN      NaN     4.0
7199   137949.0      1.0      NaN      NaN     NaN
7200   137950.0      1.0      NaN      NaN     NaN
7201   137951.0      1.0      NaN      NaN     NaN
7202   137952.0      1.0      NaN      NaN     NaN
7203   137953.0      NaN      NaN      NaN     4.0
7204   137954.0      1.0      NaN      NaN     NaN
7205   137955.0      1.0      NaN      NaN     NaN
7206   137958.0      NaN      NaN      9.0     NaN
7207   137959.0      1.0      NaN      NaN     NaN
7208   137960.0      1.0      NaN      NaN     NaN
7209   137961.0      1.0      NaN      NaN     NaN
7210   137962.0      1.0      NaN      NaN     NaN
7211   137963.0      1.0      NaN      NaN     NaN
7212   137964.0      1.0      NaN      NaN     NaN
7213   137965.0      1.0      NaN      NaN     NaN
7214   137966.0      1.0      NaN      NaN     NaN
7215   137967.0      1.0      NaN      NaN     NaN
7216   137969.0      NaN      NaN      NaN     3.0
7217   137970.0      1.0      NaN      NaN     NaN
7218   137971.0      NaN      NaN      NaN     4.0
7219   137972.0      1.0      NaN      NaN     NaN
7220   137973.0      NaN      NaN      NaN     3.0
7221   137974.0      1.0      NaN      NaN     NaN
7222   137975.0      1.0      NaN      9.0     NaN
7223   137976.0      1.0      NaN      NaN     NaN
7224   137977.0      1.0      NaN      NaN     NaN
7225   137978.0      1.0      NaN      NaN     NaN
7226   137979.0      1.0      NaN      NaN     NaN
7227   137980.0      1.0      NaN      NaN     NaN
7228   137981.0      1.0      NaN      NaN     NaN
7229   137982.0      1.0      NaN      NaN     NaN
7230   137984.0      1.0      NaN      NaN     NaN
7231   137985.0      1.0      NaN      NaN     NaN
7232   137986.0      NaN      NaN      NaN     3.0
7233   137987.0      NaN      NaN      NaN     3.0
7234   137988.0      1.0      NaN      NaN     NaN
7235   137989.0      1.0      NaN      NaN     NaN
7236   137990.0      1.0      NaN      NaN     NaN
7237   137991.0      1.0      NaN      NaN     NaN
7238   137992.0      1.0      NaN      NaN     NaN
7239   137993.0      NaN      NaN      NaN     4.0
7240   137994.0      NaN      NaN      NaN     5.0
7241   137995.0      1.0      NaN      NaN     NaN
7242   137996.0      1.0      NaN      NaN     NaN
7243   137997.0      1.0      NaN      NaN     NaN
7244   137999.0      1.0      NaN      NaN     NaN
7245   138000.0      1.0      NaN      NaN     NaN
7246   138001.0      1.0      NaN      NaN     NaN
7247   138002.0      1.0      NaN      NaN     NaN
7248   138003.0      1.0      NaN      NaN     NaN
7249   138004.0      NaN      NaN      NaN     3.0
7250   138005.0      1.0      NaN      NaN     NaN
7251   138006.0      1.0      NaN      NaN     NaN
7252   138007.0      NaN      NaN      NaN     3.0
7253   138009.0      NaN      NaN      NaN     2.0
7254   138010.0      1.0      NaN      NaN     NaN
7255   138011.0      1.0      NaN      NaN     NaN
7256   138012.0      1.0      NaN      NaN     NaN
7257   138013.0      1.0      NaN      NaN     NaN
7258   138014.0      1.0      NaN      NaN     NaN
7259   138015.0      1.0      NaN      NaN     NaN
7260   138016.0      1.0      NaN      NaN     NaN
7261   138017.0      1.0      NaN      9.0     NaN
7262   138018.0      1.0      NaN      NaN     NaN
7263   138019.0      1.0      NaN      NaN     NaN
7264   138020.0      NaN      NaN      9.0     NaN
7265   138021.0      1.0      NaN      NaN     NaN
7266   138022.0      1.0      NaN      NaN     NaN
7267   138023.0      1.0      NaN      9.0     NaN
7268   138024.0      1.0      NaN      NaN     NaN
7269   138025.0      1.0      NaN      NaN     NaN
7270   138026.0      NaN      NaN      NaN     4.0
7271   138027.0      1.0      NaN      NaN     NaN
7272   138028.0      1.0      NaN      NaN     NaN
7273   138029.0      1.0      NaN      9.0     NaN
7274   138030.0      1.0      NaN      NaN     NaN
7275   138031.0      1.0      NaN      9.0     NaN
7276   138032.0      1.0      NaN      NaN     NaN
7277   138033.0      1.0      NaN      NaN     NaN
7278   138034.0      1.0      NaN      NaN     NaN
7279   138035.0      1.0      NaN      NaN     NaN
7280   138036.0      1.0      NaN      NaN     NaN
7281   138037.0      1.0      NaN      NaN     NaN
7282   138038.0      1.0      NaN      NaN     NaN
7283   138039.0      1.0      NaN      NaN     NaN
7284   138040.0      1.0      NaN      9.0     NaN
7285   138041.0      1.0      NaN      NaN     NaN
7286   138043.0      NaN      NaN      NaN     5.0
7287   138044.0      1.0      NaN      NaN     NaN
7288   138045.0      NaN      NaN      NaN     5.0
7289   138046.0      1.0      NaN      NaN     NaN
7290   138047.0      1.0      NaN      NaN     NaN
7291   138048.0      1.0      NaN      NaN     NaN
7292   138049.0      1.0      NaN      NaN     NaN
7293   138050.0      1.0      NaN      NaN     NaN
7294   138051.0      1.0      NaN      NaN     NaN
7295   138052.0      NaN      NaN      NaN     5.0
7296   138053.0      1.0      NaN      NaN     NaN
7297   138054.0      1.0      NaN      NaN     NaN
