FILE: acculturation.XPT
------------------------------------------------------------
SHAPE: (11372, 5)
COLUMNS: ['SEQN', 'ACD010A', 'ACD010B', 'ACD010C', 'ACD040']
SEQN present: YES

Missing %:
SEQN        0.00
ACD010A    24.38
ACD010B    99.77
ACD010C    93.94
ACD040     79.56

Full DataFrame Preview:
           SEQN  ACD010A  ACD010B  ACD010C  ACD040
2943   133468.0      1.0      NaN      NaN     NaN
2944   133469.0      NaN      NaN      NaN     5.0
2945   133470.0      1.0      NaN      NaN     NaN
2946   133471.0      1.0      NaN      NaN     NaN
2947   133472.0      1.0      NaN      NaN     NaN
2948   133473.0      1.0      NaN      NaN     NaN
2949   133474.0      1.0      NaN      NaN     NaN
2950   133475.0      1.0      NaN      NaN     NaN
2951   133476.0      1.0      NaN      NaN     NaN
2952   133477.0      1.0      NaN      NaN     NaN
2953   133478.0      1.0      NaN      NaN     NaN
2954   133479.0      1.0      NaN      NaN     NaN
2955   133480.0      1.0      NaN      NaN     NaN
2956   133481.0      1.0      NaN      NaN     NaN
2957   133482.0      1.0      NaN      NaN     NaN
2958   133484.0      1.0      NaN      NaN     NaN
2959   133485.0      1.0      NaN      NaN     NaN
2960   133486.0      1.0      NaN      NaN     NaN
2961   133487.0      1.0      NaN      NaN     NaN
2962   133489.0      1.0      NaN      NaN     NaN
2963   133490.0      1.0      NaN      NaN     NaN
2964   133491.0      1.0      NaN      NaN     NaN
2965   133492.0      1.0      NaN      NaN     NaN
2966   133493.0      1.0      NaN      NaN     NaN
2967   133494.0      1.0      NaN      NaN     NaN
2968   133495.0      1.0      NaN      NaN     NaN
2969   133496.0      NaN      NaN      9.0     NaN
2970   133497.0      NaN      NaN      NaN     5.0
2971   133499.0      1.0      NaN      NaN     NaN
2972   133500.0      1.0      NaN      NaN     NaN
2973   133501.0      1.0      NaN      NaN     NaN
2974   133502.0      1.0      NaN      NaN     NaN
2975   133503.0      1.0      NaN      NaN     NaN
2976   133504.0      NaN      NaN      NaN     3.0
2977   133505.0      1.0      NaN      NaN     NaN
2978   133506.0      1.0      NaN      NaN     NaN
2979   133507.0      NaN      NaN      NaN     1.0
2980   133508.0      NaN      NaN      NaN     5.0
2981   133509.0      1.0      NaN      NaN     NaN
2982   133510.0      1.0      NaN      NaN     NaN
2983   133511.0      1.0      NaN      NaN     NaN
2984   133512.0      NaN      NaN      NaN     1.0
2985   133513.0      1.0      NaN      NaN     NaN
2986   133514.0      1.0      NaN      NaN     NaN
2987   133515.0      1.0      NaN      NaN     NaN
2988   133516.0      1.0      NaN      NaN     NaN
2989   133517.0      1.0      NaN      NaN     NaN
2990   133518.0      1.0      NaN      NaN     NaN
2991   133519.0      NaN      NaN      9.0     NaN
2992   133520.0      1.0      NaN      NaN     NaN
2993   133521.0      NaN      NaN      NaN     5.0
2994   133522.0      NaN      NaN      NaN     2.0
2995   133523.0      1.0      NaN      NaN     NaN
2996   133524.0      1.0      NaN      NaN     NaN
2997   133525.0      1.0      NaN      NaN     NaN
2998   133526.0      1.0      NaN      NaN     NaN
2999   133527.0      1.0      NaN      NaN     NaN
3000   133528.0      1.0      NaN      NaN     NaN
3001   133529.0      NaN      NaN      NaN     2.0
3002   133530.0      1.0      NaN      NaN     NaN
3003   133531.0      1.0      NaN      NaN     NaN
3004   133532.0      1.0      NaN      NaN     NaN
3005   133533.0      1.0      NaN      NaN     NaN
3006   133534.0      1.0      NaN      NaN     NaN
3007   133535.0      1.0      NaN      NaN     NaN
3008   133536.0      1.0      NaN      NaN     NaN
3009   133537.0      1.0      NaN      NaN     NaN
3010   133538.0      1.0      NaN      NaN     NaN
3011   133539.0      1.0      NaN      NaN     NaN
3012   133540.0      NaN      NaN      NaN     4.0
3013   133541.0      1.0      NaN      NaN     NaN
3014   133542.0      NaN      NaN      NaN     1.0
3015   133543.0      1.0      NaN      NaN     NaN
3016   133544.0      1.0      NaN      NaN     NaN
3017   133545.0      1.0      NaN      NaN     NaN
3018   133546.0      NaN      NaN      NaN     4.0
3019   133547.0      NaN      NaN      NaN     5.0
3020   133548.0      1.0      NaN      NaN     NaN
3021   133549.0      1.0      NaN      NaN     NaN
3022   133550.0      1.0      NaN      NaN     NaN
3023   133551.0      1.0      NaN      NaN     NaN
3024   133552.0      1.0      NaN      NaN     NaN
3025   133553.0      1.0      NaN      NaN     NaN
3026   133554.0      1.0      NaN      NaN     NaN
3027   133555.0      1.0      NaN      NaN     NaN
3028   133556.0      1.0      NaN      NaN     NaN
3029   133558.0      1.0      NaN      NaN     NaN
3030   133559.0      1.0      NaN      9.0     NaN
3031   133560.0      1.0      NaN      NaN     NaN
3032   133563.0      1.0      NaN      NaN     NaN
3033   133564.0      1.0      NaN      NaN     NaN
3034   133565.0      1.0      NaN      NaN     NaN
3035   133566.0      1.0      NaN      NaN     NaN
3036   133567.0      1.0      NaN      NaN     NaN
3037   133568.0      1.0      NaN      NaN     NaN
3038   133569.0      1.0      NaN      NaN     NaN
3039   133570.0      1.0      NaN      NaN     NaN
3040   133571.0      1.0      NaN      NaN     NaN
3041   133572.0      NaN      NaN      NaN     5.0
3042   133574.0      1.0      NaN      NaN     NaN
3043   133575.0      1.0      NaN      NaN     NaN
3044   133576.0      1.0      NaN      NaN     NaN
3045   133577.0      1.0      NaN      NaN     NaN
3046   133578.0      1.0      NaN      NaN     NaN
3047   133579.0      1.0      NaN      NaN     NaN
3048   133580.0      NaN      NaN      NaN     2.0
3049   133581.0      1.0      NaN      NaN     NaN
3050   133582.0      NaN      NaN      NaN     1.0
3051   133583.0      1.0      NaN      NaN     NaN
3052   133584.0      1.0      NaN      NaN     NaN
3053   133585.0      NaN      NaN      NaN     5.0
3054   133586.0      NaN      NaN      NaN     1.0
3055   133587.0      NaN      NaN      NaN     1.0
3056   133588.0      1.0      NaN      NaN     NaN
3057   133589.0      NaN      NaN      NaN     1.0
3058   133590.0      1.0      NaN      NaN     NaN
3059   133591.0      1.0      NaN      NaN     NaN
3060   133592.0      1.0      NaN      NaN     NaN
3061   133593.0      NaN      NaN      NaN     2.0
3062   133594.0      1.0      NaN      NaN     NaN
3063   133595.0      1.0      NaN      NaN     NaN
3064   133596.0      NaN      NaN      NaN     5.0
3065   133597.0      1.0      NaN      NaN     NaN
3066   133598.0      1.0      NaN      NaN     NaN
3067   133600.0      1.0      NaN      NaN     NaN
3068   133601.0      1.0      NaN      NaN     NaN
3069   133602.0      NaN      NaN      9.0     NaN
3070   133603.0      1.0      NaN      NaN     NaN
3071   133604.0      1.0      NaN      NaN     NaN
3072   133606.0      1.0      NaN      NaN     NaN
3073   133607.0      1.0      NaN      9.0     NaN
3074   133608.0      1.0      NaN      NaN     NaN
3075   133610.0      1.0      NaN      NaN     NaN
3076   133611.0      1.0      NaN      NaN     NaN
3077   133612.0      NaN      NaN      NaN     3.0
3078   133613.0      1.0      NaN      NaN     NaN
3079   133614.0      NaN      NaN      NaN     1.0
3080   133615.0      NaN      NaN      NaN     1.0
3081   133616.0      1.0      NaN      NaN     NaN
3082   133617.0      1.0      NaN      NaN     NaN
3083   133618.0      1.0      NaN      NaN     NaN
3084   133619.0      NaN      NaN      9.0     NaN
3085   133620.0      1.0      NaN      NaN     NaN
3086   133621.0      1.0      NaN      NaN     NaN
3087   133622.0      1.0      NaN      NaN     NaN
3088   133623.0      1.0      NaN      NaN     NaN
3089   133624.0      1.0      NaN      NaN     NaN
3090   133625.0      NaN      NaN      NaN     2.0
3091   133626.0      NaN      NaN      NaN     2.0
3092   133627.0      1.0      NaN      NaN     NaN
3093   133628.0      NaN      NaN      NaN     1.0
3094   133629.0      NaN      NaN      NaN     5.0
3095   133630.0      1.0      NaN      NaN     NaN
3096   133631.0      NaN      NaN      NaN     5.0
3097   133632.0      NaN      NaN      NaN     5.0
3098   133633.0      1.0      NaN      NaN     NaN
3099   133634.0      1.0      NaN      NaN     NaN
3100   133635.0      1.0      NaN      NaN     NaN
3101   133636.0      NaN      NaN      NaN     1.0
3102   133637.0      1.0      NaN      NaN     NaN
3103   133638.0      NaN      NaN      NaN     2.0
3104   133639.0      1.0      NaN      NaN     NaN
3105   133640.0      1.0      NaN      NaN     NaN
3106   133641.0      1.0      NaN      NaN     NaN
3107   133642.0      1.0      NaN      NaN     NaN
3108   133643.0      1.0      NaN      NaN     NaN
3109   133644.0      NaN      NaN      NaN     NaN
3110   133645.0      1.0      NaN      NaN     NaN
3111   133646.0      NaN      NaN      NaN     3.0
3112   133647.0      1.0      NaN      NaN     NaN
3113   133648.0      1.0      NaN      NaN     NaN
3114   133649.0      1.0      NaN      NaN     NaN
3115   133650.0      NaN      NaN      NaN     1.0
3116   133651.0      1.0      NaN      NaN     NaN
3117   133652.0      1.0      NaN      NaN     NaN
3118   133654.0      1.0      NaN      NaN     NaN
3119   133655.0      1.0      NaN      NaN     NaN
3120   133656.0      1.0      NaN      NaN     NaN
3121   133657.0      1.0      NaN      NaN     NaN
3122   133658.0      1.0      NaN      NaN     NaN
3123   133659.0      1.0      NaN      NaN     NaN
3124   133660.0      1.0      NaN      NaN     NaN
3125   133661.0      NaN      NaN      NaN     3.0
3126   133662.0      1.0      NaN      NaN     NaN
3127   133663.0      1.0      NaN      NaN     NaN
3128   133664.0      1.0      NaN      NaN     NaN
3129   133665.0      1.0      NaN      NaN     NaN
3130   133666.0      1.0      NaN      NaN     NaN
3131   133667.0      1.0      NaN      NaN     NaN
3132   133668.0      1.0      NaN      9.0     NaN
3133   133669.0      NaN      NaN      9.0     NaN
3134   133670.0      1.0      NaN      NaN     NaN
3135   133671.0      NaN      NaN      NaN     5.0
3136   133672.0      1.0      NaN      NaN     NaN
3137   133673.0      1.0      NaN      NaN     NaN
3138   133674.0      NaN      NaN      NaN     5.0
3139   133675.0      1.0      NaN      NaN     NaN
3140   133676.0      NaN      NaN      NaN     1.0
3141   133678.0      1.0      NaN      9.0     NaN
3142   133679.0      1.0      NaN      NaN     NaN
3143   133680.0      NaN      NaN      NaN     1.0
3144   133681.0      1.0      NaN      NaN     NaN
3145   133683.0      1.0      NaN      NaN     NaN
3146   133684.0      1.0      NaN      NaN     NaN
3147   133685.0      1.0      NaN      NaN     NaN
3148   133686.0      1.0      NaN      NaN     NaN
3149   133687.0      1.0      NaN      NaN     NaN
3150   133688.0      1.0      NaN      NaN     NaN
3151   133689.0      1.0      NaN      NaN     NaN
3152   133690.0      1.0      NaN      NaN     NaN
3153   133691.0      1.0      NaN      NaN     NaN
3154   133692.0      1.0      NaN      NaN     NaN
3155   133693.0      1.0      NaN      NaN     NaN
3156   133694.0      1.0      NaN      NaN     NaN
3157   133695.0      1.0      NaN      9.0     NaN
3158   133696.0      1.0      NaN      NaN     NaN
3159   133697.0      NaN      NaN      NaN     3.0
3160   133698.0      1.0      NaN      NaN     NaN
3161   133699.0      1.0      NaN      NaN     NaN
3162   133700.0      1.0      NaN      NaN     NaN
3163   133701.0      1.0      NaN      NaN     NaN
3164   133702.0      NaN      NaN      NaN     1.0
3165   133703.0      1.0      NaN      NaN     NaN
3166   133704.0      1.0      NaN      NaN     NaN
3167   133705.0      1.0      NaN      NaN     NaN
3168   133706.0      NaN      NaN      NaN     1.0
3169   133707.0      1.0      NaN      NaN     NaN
3170   133708.0      1.0      NaN      9.0     NaN
3171   133709.0      NaN      NaN      NaN     4.0
3172   133710.0      1.0      NaN      9.0     NaN
3173   133712.0      1.0      NaN      NaN     NaN
3174   133713.0      1.0      NaN      NaN     NaN
3175   133714.0      1.0      NaN      NaN     NaN
3176   133715.0      1.0      NaN      NaN     NaN
3177   133717.0      1.0      NaN      NaN     NaN
3178   133718.0      NaN      NaN      NaN     5.0
3179   133719.0      1.0      NaN      NaN     NaN
3180   133720.0      1.0      NaN      NaN     NaN
3181   133721.0      1.0      NaN      NaN     NaN
3182   133722.0      1.0      NaN      NaN     NaN
3183   133723.0      1.0      NaN      NaN     NaN
3184   133724.0      NaN      NaN      NaN     3.0
3185   133725.0      1.0      NaN      NaN     NaN
3186   133726.0      NaN      NaN      NaN     1.0
3187   133727.0      1.0      NaN      NaN     NaN
3188   133728.0      NaN      NaN      9.0     NaN
3189   133729.0      1.0      NaN      NaN     NaN
3190   133730.0      1.0      NaN      NaN     NaN
3191   133731.0      NaN      NaN      NaN     2.0
3192   133732.0      NaN      NaN      NaN     1.0
3193   133733.0      1.0      NaN      NaN     NaN
3194   133734.0      NaN      NaN      NaN     5.0
3195   133737.0      1.0      NaN      NaN     NaN
3196   133738.0      1.0      NaN      NaN     NaN
3197   133739.0      1.0      NaN      9.0     NaN
3198   133740.0      1.0      NaN      NaN     NaN
3199   133741.0      1.0      NaN      NaN     NaN
3200   133742.0      NaN      NaN      NaN     4.0
3201   133743.0      1.0      NaN      NaN     NaN
3202   133744.0      NaN      NaN      9.0     NaN
3203   133745.0      1.0      NaN      NaN     NaN
3204   133746.0      1.0      NaN      NaN     NaN
3205   133747.0      1.0      NaN      NaN     NaN
3206   133748.0      1.0      NaN      NaN     NaN
3207   133750.0      1.0      NaN      NaN     NaN
3208   133751.0      1.0      NaN      NaN     NaN
3209   133752.0      NaN      NaN      NaN     3.0
3210   133753.0      1.0      NaN      NaN     NaN
3211   133754.0      1.0      NaN      NaN     NaN
3212   133755.0      1.0      NaN      NaN     NaN
3213   133756.0      1.0      NaN      NaN     NaN
3214   133757.0      1.0      NaN      NaN     NaN
3215   133758.0      NaN      NaN      NaN     2.0
3216   133759.0      NaN      NaN      NaN     2.0
3217   133760.0      1.0      NaN      NaN     NaN
3218   133761.0      1.0      NaN      NaN     NaN
3219   133762.0      1.0      NaN      NaN     NaN
3220   133764.0      1.0      NaN      NaN     NaN
3221   133765.0      NaN      NaN      9.0     NaN
3222   133766.0      1.0      NaN      NaN     NaN
3223   133767.0      NaN      NaN      NaN     4.0
3224   133768.0      NaN      NaN      NaN     5.0
3225   133769.0      1.0      NaN      NaN     NaN
3226   133771.0      1.0      NaN      NaN     NaN
3227   133772.0      1.0      NaN      NaN     NaN
3228   133773.0      NaN      NaN      9.0     NaN
3229   133774.0      1.0      NaN      NaN     NaN
3230   133775.0      1.0      NaN      NaN     NaN
3231   133776.0      NaN      NaN      NaN     5.0
3232   133777.0      1.0      NaN      NaN     NaN
3233   133778.0      NaN      NaN      NaN     2.0
3234   133779.0      1.0      NaN      NaN     NaN
3235   133780.0      1.0      NaN      NaN     NaN
3236   133781.0      NaN      NaN      NaN     1.0
3237   133782.0      1.0      NaN      NaN     NaN
3238   133783.0      1.0      NaN      NaN     NaN
3239   133784.0      1.0      NaN      NaN     NaN
3240   133785.0      NaN      NaN      NaN     4.0
3241   133786.0      1.0      NaN      NaN     NaN
3242   133787.0      NaN      NaN      9.0     NaN
3243   133788.0      1.0      NaN      NaN     NaN
3244   133790.0      1.0      NaN      NaN     NaN
3245   133791.0      1.0      NaN      NaN     NaN
3246   133792.0      1.0      NaN      NaN     NaN
3247   133793.0      1.0      NaN      NaN     NaN
3248   133794.0      1.0      NaN      NaN     NaN
3249   133795.0      1.0      NaN      NaN     NaN
3250   133796.0      NaN      NaN      9.0     NaN
3251   133797.0      1.0      NaN      NaN     NaN
3252   133798.0      NaN      NaN      9.0     NaN
3253   133799.0      1.0      NaN      NaN     NaN
3254   133800.0      1.0      NaN      NaN     NaN
3255   133801.0      1.0      NaN      NaN     NaN
3256   133802.0      NaN      NaN      NaN     1.0
3257   133803.0      1.0      NaN      NaN     NaN
3258   133804.0      NaN      NaN      NaN     4.0
3259   133805.0      1.0      NaN      NaN     NaN
3260   133806.0      1.0      NaN      NaN     NaN
3261   133807.0      1.0      NaN      NaN     NaN
3262   133808.0      1.0      NaN      9.0     NaN
3263   133809.0      1.0      NaN      NaN     NaN
3264   133810.0      1.0      NaN      NaN     NaN
3265   133811.0      NaN      NaN      NaN     5.0
3266   133812.0      1.0      NaN      NaN     NaN
3267   133813.0      1.0      NaN      NaN     NaN
3268   133814.0      1.0      NaN      NaN     NaN
3269   133815.0      NaN      NaN      NaN     5.0
3270   133817.0      1.0      NaN      NaN     NaN
3271   133818.0      1.0      NaN      NaN     NaN
3272   133819.0      NaN      NaN      NaN     4.0
3273   133820.0      1.0      NaN      NaN     NaN
3274   133821.0      1.0      NaN      NaN     NaN
3275   133822.0      1.0      NaN      NaN     NaN
3276   133823.0      1.0      NaN      NaN     NaN
3277   133824.0      1.0      NaN      NaN     NaN
3278   133825.0      1.0      NaN      NaN     NaN
3279   133826.0      NaN      NaN      NaN     5.0
3280   133827.0      1.0      NaN      NaN     NaN
3281   133828.0      1.0      NaN      NaN     NaN
3282   133829.0      1.0      NaN      NaN     NaN
3283   133830.0      1.0      NaN      NaN     NaN
3284   133831.0      1.0      NaN      NaN     NaN
3285   133834.0      1.0      NaN      NaN     NaN
3286   133835.0      NaN      NaN      NaN     2.0
3287   133836.0      1.0      NaN      NaN     NaN
3288   133837.0      NaN      NaN      NaN     4.0
3289   133838.0      1.0      NaN      NaN     NaN
3290   133839.0      1.0      NaN      NaN     NaN
3291   133840.0      1.0      NaN      NaN     NaN
3292   133841.0      1.0      NaN      NaN     NaN
3293   133843.0      1.0      NaN      NaN     NaN
3294   133844.0      1.0      NaN      NaN     NaN
3295   133846.0      1.0      NaN      NaN     NaN
3296   133848.0      1.0      NaN      NaN     NaN
3297   133849.0      1.0      NaN      NaN     NaN
3298   133850.0      1.0      NaN      NaN     NaN
3299   133851.0      1.0      NaN      NaN     NaN
3300   133852.0      1.0      NaN      NaN     NaN
3301   133853.0      1.0      NaN      NaN     NaN
3302   133854.0      NaN      NaN      NaN     4.0
3303   133856.0      NaN      NaN      NaN     4.0
3304   133857.0      NaN      NaN      NaN     5.0
3305   133858.0      1.0      NaN      NaN     NaN
3306   133859.0      1.0      NaN      NaN     NaN
3307   133860.0      1.0      NaN      NaN     NaN
3308   133861.0      1.0      NaN      NaN     NaN
3309   133862.0      NaN      NaN      NaN     4.0
3310   133863.0      NaN      NaN      NaN     1.0
3311   133864.0      1.0      NaN      NaN     NaN
3312   133865.0      1.0      NaN      NaN     NaN
3313   133866.0      1.0      NaN      NaN     NaN
3314   133867.0      1.0      NaN      NaN     NaN
3315   133868.0      1.0      NaN      NaN     NaN
3316   133869.0      NaN      NaN      NaN     5.0
3317   133870.0      1.0      NaN      NaN     NaN
3318   133871.0      1.0      NaN      NaN     NaN
3319   133873.0      NaN      NaN      NaN     3.0
3320   133874.0      NaN      NaN      NaN     2.0
3321   133875.0      1.0      NaN      NaN     NaN
3322   133876.0      1.0      NaN      NaN     NaN
3323   133877.0      1.0      NaN      NaN     NaN
3324   133878.0      1.0      NaN      NaN     NaN
3325   133879.0      1.0      NaN      NaN     NaN
3326   133880.0      1.0      NaN      NaN     NaN
3327   133881.0      NaN      NaN      NaN     4.0
3328   133882.0      1.0      NaN      NaN     NaN
3329   133883.0      1.0      NaN      NaN     NaN
3330   133884.0      1.0      NaN      NaN     NaN
3331   133885.0      NaN      NaN      NaN     5.0
3332   133886.0      NaN      NaN      NaN     4.0
3333   133887.0      1.0      NaN      NaN     NaN
3334   133888.0      1.0      NaN      NaN     NaN
3335   133889.0      NaN      NaN      NaN     5.0
3336   133890.0      1.0      NaN      NaN     NaN
3337   133891.0      NaN      NaN      NaN     3.0
3338   133892.0      1.0      NaN      NaN     NaN
3339   133893.0      1.0      NaN      NaN     NaN
3340   133894.0      1.0      NaN      NaN     NaN
3341   133895.0      1.0      NaN      NaN     NaN
3342   133896.0      1.0      NaN      NaN     NaN
3343   133897.0      1.0      NaN      NaN     NaN
3344   133899.0      1.0      NaN      NaN     NaN
3345   133900.0      1.0      NaN      NaN     NaN
3346   133901.0      1.0      NaN      NaN     NaN
3347   133902.0      1.0      NaN      NaN     NaN
3348   133903.0      1.0      NaN      NaN     NaN
3349   133904.0      1.0      NaN      NaN     NaN
3350   133906.0      1.0      NaN      NaN     NaN
3351   133907.0      1.0      NaN      NaN     NaN
3352   133908.0      1.0      NaN      NaN     NaN
3353   133909.0      1.0      NaN      NaN     NaN
3354   133911.0      NaN      NaN      NaN     1.0
3355   133912.0      1.0      NaN      NaN     NaN
3356   133913.0      1.0      NaN      NaN     NaN
3357   133914.0      1.0      NaN      NaN     NaN
3358   133915.0      NaN      NaN      NaN     4.0
3359   133916.0      1.0      NaN      NaN     NaN
3360   133918.0      NaN      NaN      9.0     NaN
3361   133919.0      1.0      NaN      NaN     NaN
3362   133920.0      1.0      NaN      NaN     NaN
3363   133921.0      1.0      NaN      NaN     NaN
3364   133922.0      NaN      NaN      NaN     4.0
3365   133923.0      1.0      NaN      NaN     NaN
3366   133924.0      1.0      NaN      NaN     NaN
3367   133925.0      NaN      NaN      9.0     NaN
3368   133926.0      1.0      NaN      NaN     NaN
3369   133927.0      NaN      NaN      NaN     3.0
3370   133928.0      1.0      NaN      NaN     NaN
3371   133929.0      1.0      NaN      NaN     NaN
3372   133930.0      1.0      NaN      NaN     NaN
3373   133931.0      1.0      NaN      NaN     NaN
3374   133932.0      1.0      NaN      NaN     NaN
3375   133933.0      NaN      NaN      NaN     2.0
3376   133934.0      1.0      NaN      NaN     NaN
3377   133935.0      NaN      NaN      NaN     2.0
3378   133936.0      NaN      NaN      NaN     7.0
3379   133937.0      1.0      NaN      NaN     NaN
3380   133938.0      1.0      NaN      NaN     NaN
3381   133939.0      1.0      NaN      NaN     NaN
3382   133940.0      NaN      NaN      NaN     2.0
3383   133941.0      1.0      NaN      NaN     NaN
3384   133943.0      NaN      NaN      NaN     5.0
3385   133944.0      NaN      NaN      NaN     5.0
3386   133945.0      1.0      NaN      NaN     NaN
3387   133946.0      1.0      NaN      NaN     NaN
3388   133947.0      NaN      NaN      NaN     3.0
3389   133948.0      1.0      NaN      NaN     NaN
3390   133949.0      NaN      NaN      NaN     3.0
3391   133950.0      1.0      NaN      NaN     NaN
3392   133951.0      1.0      NaN      NaN     NaN
3393   133952.0      1.0      NaN      NaN     NaN
3394   133953.0      NaN      NaN      NaN     5.0
3395   133954.0      1.0      NaN      NaN     NaN
3396   133955.0      1.0      NaN      NaN     NaN
3397   133956.0      1.0      NaN      NaN     NaN
3398   133957.0      1.0      NaN      NaN     NaN
3399   133958.0      1.0      NaN      NaN     NaN
3400   133959.0      1.0      NaN      NaN     NaN
3401   133960.0      1.0      NaN      9.0     NaN
3402   133962.0      1.0      NaN      NaN     NaN
3403   133963.0      1.0      NaN      NaN     NaN
3404   133964.0      1.0      NaN      NaN     NaN
3405   133965.0      1.0      NaN      NaN     NaN
3406   133966.0      1.0      NaN      NaN     NaN
3407   133967.0      1.0      NaN      NaN     NaN
3408   133968.0      1.0      NaN      9.0     NaN
3409   133969.0      1.0      NaN      NaN     NaN
3410   133970.0      1.0      NaN      NaN     NaN
3411   133971.0      1.0      NaN      NaN     NaN
3412   133972.0      1.0      NaN      NaN     NaN
3413   133974.0      1.0      NaN      NaN     NaN
3414   133975.0      1.0      NaN      NaN     NaN
3415   133976.0      NaN      NaN      NaN     2.0
3416   133977.0      NaN      NaN      NaN     1.0
3417   133978.0      NaN      NaN      NaN     3.0
3418   133979.0      1.0      NaN      NaN     NaN
3419   133980.0      1.0      NaN      NaN     NaN
3420   133981.0      1.0      NaN      NaN     NaN
3421   133982.0      1.0      NaN      NaN     NaN
3422   133983.0      NaN      NaN      NaN     4.0
3423   133984.0      1.0      NaN      NaN     NaN
3424   133985.0      1.0      NaN      NaN     NaN
3425   133986.0      1.0      NaN      NaN     NaN
3426   133987.0      1.0      NaN      NaN     NaN
3427   133988.0      1.0      NaN      NaN     NaN
3428   133990.0      NaN      NaN      9.0     NaN
3429   133991.0      1.0      NaN      NaN     NaN
3430   133992.0      NaN      NaN      NaN     4.0
3431   133993.0      NaN      NaN      NaN     5.0
3432   133994.0      1.0      NaN      NaN     NaN
3433   133995.0      1.0      NaN      NaN     NaN
3434   133996.0      NaN      NaN      NaN     1.0
3435   133997.0      1.0      NaN      NaN     NaN
3436   133998.0      1.0      NaN      NaN     NaN
3437   133999.0      1.0      NaN      NaN     NaN
3438   134000.0      NaN      NaN      NaN     NaN
3439   134002.0      1.0      NaN      NaN     NaN
3440   134003.0      NaN      NaN      NaN     5.0
3441   134004.0      NaN      NaN      NaN     3.0
3442   134005.0      NaN      NaN      NaN     4.0
3443   134006.0      1.0      NaN      NaN     NaN
3444   134007.0      NaN      NaN      NaN     1.0
3445   134008.0      1.0      NaN      NaN     NaN
3446   134009.0      1.0      NaN      NaN     NaN
3447   134010.0      1.0      NaN      NaN     NaN
3448   134011.0      1.0      NaN      NaN     NaN
3449   134012.0      1.0      NaN      NaN     NaN
3450   134013.0      NaN      NaN      9.0     NaN
3451   134014.0      1.0      NaN      NaN     NaN
3452   134015.0      1.0      NaN      NaN     NaN
3453   134016.0      1.0      NaN      NaN     NaN
3454   134017.0      NaN      NaN      NaN     2.0
3455   134018.0      1.0      NaN      NaN     NaN
3456   134019.0      1.0      NaN      9.0     NaN
3457   134020.0      1.0      NaN      NaN     NaN
3458   134021.0      1.0      NaN      NaN     NaN
3459   134022.0      1.0      NaN      NaN     NaN
3460   134023.0      1.0      NaN      NaN     NaN
3461   134024.0      1.0      NaN      NaN     NaN
3462   134025.0      1.0      NaN      NaN     NaN
3463   134026.0      NaN      NaN      9.0     NaN
3464   134027.0      1.0      NaN      NaN     NaN
3465   134028.0      1.0      NaN      NaN     NaN
3466   134029.0      1.0      NaN      NaN     NaN
3467   134030.0      1.0      NaN      NaN     NaN
3468   134031.0      1.0      NaN      NaN     NaN
3469   134032.0      1.0      NaN      NaN     NaN
3470   134033.0      1.0      NaN      NaN     NaN
3471   134035.0      1.0      NaN      NaN     NaN
3472   134036.0      1.0      NaN      NaN     NaN
3473   134037.0      NaN      NaN      9.0     NaN
3474   134038.0      1.0      NaN      NaN     NaN
3475   134039.0      1.0      NaN      NaN     NaN
3476   134040.0      1.0      NaN      NaN     NaN
3477   134041.0      1.0      NaN      NaN     NaN
3478   134042.0      1.0      NaN      NaN     NaN
3479   134043.0      1.0      NaN      NaN     NaN
3480   134044.0      NaN      NaN      NaN     3.0
3481   134045.0      1.0      NaN      NaN     NaN
3482   134046.0      1.0      NaN      NaN     NaN
3483   134047.0      1.0      NaN      NaN     NaN
3484   134048.0      1.0      NaN      NaN     NaN
3485   134049.0      NaN      NaN      NaN     3.0
3486   134050.0      1.0      NaN      NaN     NaN
3487   134051.0      1.0      NaN      NaN     NaN
3488   134052.0      1.0      NaN      NaN     NaN
3489   134053.0      1.0      NaN      NaN     NaN
3490   134054.0      NaN      NaN      9.0     NaN
3491   134055.0      1.0      NaN      NaN     NaN
3492   134056.0      1.0      NaN      NaN     NaN
3493   134057.0      NaN      NaN      NaN     2.0
3494   134058.0      NaN      NaN      9.0     NaN
3495   134059.0      NaN      NaN      NaN     2.0
3496   134060.0      NaN      NaN      NaN     3.0
3497   134061.0      1.0      NaN      NaN     NaN
3498   134062.0      1.0      NaN      NaN     NaN
3499   134063.0      1.0      NaN      9.0     NaN
3500   134064.0      1.0      NaN      NaN     NaN
3501   134065.0      1.0      NaN      NaN     NaN
3502   134066.0      1.0      NaN      NaN     NaN
3503   134067.0      1.0      NaN      NaN     NaN
3504   134068.0      1.0      NaN      NaN     NaN
3505   134069.0      1.0      NaN      NaN     NaN
3506   134070.0      NaN      NaN      NaN     3.0
3507   134071.0      1.0      NaN      NaN     NaN
3508   134072.0      1.0      NaN      NaN     NaN
3509   134073.0      1.0      NaN      NaN     NaN
3510   134074.0      NaN      NaN      NaN     1.0
3511   134075.0      1.0      NaN      NaN     NaN
3512   134076.0      NaN      NaN      NaN     4.0
3513   134077.0      1.0      NaN      NaN     NaN
3514   134078.0      1.0      NaN      NaN     NaN
3515   134079.0      1.0      NaN      NaN     NaN
3516   134080.0      1.0      NaN      NaN     NaN
3517   134081.0      1.0      NaN      NaN     NaN
