FILE: occupation.XPT
------------------------------------------------------------
SHAPE: (8501, 6)
COLUMNS: ['SEQN', 'OCD150', 'OCQ180', 'OCQ210', 'OCQ215', 'OCQ383']
SEQN present: YES

Missing %:
SEQN       0.00
OCD150     0.19
OCQ180    50.04
OCQ210    83.05
OCQ215    46.96
OCQ383    57.49

Full DataFrame Preview:
          SEQN  OCD150   OCQ180  OCQ210  OCQ215  OCQ383
1690  132775.0     4.0      NaN     NaN     NaN     4.0
1691  132776.0     4.0      NaN     NaN     NaN     2.0
1692  132777.0     1.0     40.0     NaN     5.0     NaN
1693  132779.0     1.0     42.0     NaN     5.0     NaN
1694  132780.0     4.0      NaN     NaN     NaN     3.0
1695  132781.0     1.0     10.0     2.0     5.0     NaN
1696  132782.0     4.0      NaN     NaN     NaN     3.0
1697  132783.0     1.0     45.0     NaN     5.0     NaN
1698  132784.0     4.0      NaN     NaN     NaN     1.0
1699  132785.0     1.0     40.0     NaN     5.0     NaN
1700  132786.0     4.0      NaN     NaN     NaN     3.0
1701  132787.0     1.0     46.0     NaN     3.0     NaN
1702  132788.0     1.0     25.0     2.0     5.0     NaN
1703  132789.0     4.0      NaN     NaN     NaN     4.0
1704  132791.0     4.0      NaN     NaN     NaN     3.0
1705  132793.0     4.0      NaN     NaN     NaN     3.0
1706  132795.0     1.0     40.0     NaN     7.0     NaN
1707  132796.0     4.0      NaN     NaN     NaN     2.0
1708  132797.0     4.0      NaN     NaN     NaN     3.0
1709  132801.0     1.0     40.0     NaN     6.0     NaN
1710  132802.0     4.0      NaN     NaN     NaN     3.0
1711  132803.0     1.0     45.0     NaN     5.0     NaN
1712  132804.0     4.0      NaN     NaN     NaN     3.0
1713  132805.0     1.0     25.0     2.0     5.0     NaN
1714  132807.0     1.0     24.0     1.0     5.0     NaN
1715  132808.0     1.0     30.0     2.0     5.0     NaN
1716  132809.0     1.0     70.0     NaN     6.0     NaN
1717  132810.0     1.0     40.0     NaN     5.0     NaN
1718  132811.0     4.0      NaN     NaN     NaN     3.0
1719  132812.0     1.0     70.0     NaN     5.0     NaN
1720  132814.0     1.0     30.0     1.0     4.0     NaN
1721  132815.0     1.0     45.0     NaN     5.0     NaN
1722  132816.0     2.0      NaN     1.0     5.0     NaN
1723  132817.0     1.0     60.0     NaN     7.0     NaN
1724  132818.0     4.0      NaN     NaN     NaN     7.0
1725  132819.0     4.0      NaN     NaN     NaN     3.0
1726  132820.0     4.0      NaN     NaN     NaN     3.0
1727  132821.0     3.0      NaN     NaN     NaN     NaN
1728  132825.0     1.0     40.0     NaN     3.0     NaN
1729  132826.0     1.0     40.0     NaN     5.0     NaN
1730  132827.0     4.0      NaN     NaN     NaN     3.0
1731  132828.0     1.0     62.0     NaN     6.0     NaN
1732  132829.0     1.0      5.0     9.0     5.0     NaN
1733  132832.0     4.0      NaN     NaN     NaN     4.0
1734  132835.0     4.0      NaN     NaN     NaN     3.0
1735  132836.0     1.0     40.0     NaN     5.0     NaN
1736  132837.0     4.0      NaN     NaN     NaN     4.0
1737  132838.0     2.0      NaN     2.0     2.0     NaN
1738  132839.0     1.0     50.0     NaN     5.0     NaN
1739  132840.0     4.0      NaN     NaN     NaN     3.0
1740  132841.0     4.0      NaN     NaN     NaN     3.0
1741  132842.0     1.0     48.0     NaN     5.0     NaN
1742  132846.0     4.0      NaN     NaN     NaN     4.0
1743  132847.0     4.0      NaN     NaN     NaN     3.0
1744  132848.0     4.0      NaN     NaN     NaN     3.0
1745  132849.0     4.0      NaN     NaN     NaN     4.0
1746  132850.0     4.0      NaN     NaN     NaN     7.0
1747  132851.0     1.0     40.0     NaN     5.0     NaN
1748  132853.0     2.0      NaN     2.0     4.0     NaN
1749  132855.0     4.0      NaN     NaN     NaN     2.0
1750  132856.0     4.0      NaN     NaN     NaN     3.0
1751  132858.0     4.0      NaN     NaN     NaN     3.0
1752  132862.0     1.0     40.0     NaN     5.0     NaN
1753  132864.0     1.0     40.0     NaN     6.0     NaN
1754  132865.0     1.0     30.0     2.0     5.0     NaN
1755  132866.0     1.0     40.0     NaN     5.0     NaN
1756  132867.0     4.0      NaN     NaN     NaN     7.0
1757  132868.0     4.0      NaN     NaN     NaN     3.0
1758  132869.0     4.0      NaN     NaN     NaN     4.0
1759  132870.0     2.0      NaN     1.0     7.0     NaN
1760  132871.0     4.0      NaN     NaN     NaN     2.0
1761  132872.0     4.0      NaN     NaN     NaN     1.0
1762  132873.0     1.0     42.0     NaN     5.0     NaN
1763  132875.0     4.0      NaN     NaN     NaN     4.0
1764  132876.0     1.0     35.0     NaN     5.0     NaN
1765  132877.0     4.0      NaN     NaN     NaN     3.0
1766  132878.0     1.0     40.0     NaN     5.0     NaN
1767  132880.0     4.0      NaN     NaN     NaN     2.0
1768  132881.0     1.0     45.0     NaN     5.0     NaN
1769  132883.0     1.0     40.0     NaN     5.0     NaN
1770  132884.0     4.0      NaN     NaN     NaN     3.0
1771  132885.0     4.0      NaN     NaN     NaN     4.0
1772  132889.0     4.0      NaN     NaN     NaN     1.0
1773  132891.0     1.0     40.0     NaN     5.0     NaN
1774  132892.0     4.0      NaN     NaN     NaN     1.0
1775  132893.0     4.0      NaN     NaN     NaN     3.0
1776  132895.0     1.0     12.0     2.0     4.0     NaN
1777  132896.0     4.0      NaN     NaN     NaN     3.0
1778  132898.0     4.0      NaN     NaN     NaN     4.0
1779  132899.0     1.0     40.0     NaN     5.0     NaN
1780  132900.0     1.0      5.0     2.0     3.0     NaN
1781  132901.0     1.0     40.0     NaN     5.0     NaN
1782  132902.0     2.0      NaN     2.0     5.0     NaN
1783  132903.0     4.0      NaN     NaN     NaN     5.0
1784  132904.0     4.0      NaN     NaN     NaN     3.0
1785  132905.0     1.0     40.0     NaN     5.0     NaN
1786  132906.0     4.0      NaN     NaN     NaN     3.0
1787  132907.0     1.0     50.0     NaN     5.0     NaN
1788  132908.0     1.0     40.0     NaN     5.0     NaN
1789  132909.0     4.0      NaN     NaN     NaN     7.0
1790  132910.0     1.0     12.0     1.0     4.0     NaN
1791  132911.0     4.0      NaN     NaN     NaN     4.0
1792  132913.0     1.0     45.0     NaN     5.0     NaN
1793  132914.0     1.0     42.0     NaN     6.0     NaN
1794  132916.0     4.0      NaN     NaN     NaN     3.0
1795  132918.0     1.0     40.0     NaN     5.0     NaN
1796  132920.0     2.0      NaN     1.0     5.0     NaN
1797  132921.0     1.0     50.0     NaN     5.0     NaN
1798  132922.0     4.0      NaN     NaN     NaN     3.0
1799  132924.0     4.0      NaN     NaN     NaN     3.0
1800  132926.0     4.0      NaN     NaN     NaN     3.0
1801  132927.0     4.0      NaN     NaN     NaN     3.0
1802  132928.0     4.0      NaN     NaN     NaN     3.0
1803  132929.0     4.0      NaN     NaN     NaN     3.0
1804  132930.0     4.0      NaN     NaN     NaN     2.0
1805  132931.0     1.0     42.0     NaN     5.0     NaN
1806  132932.0     1.0      5.0     2.0     1.0     NaN
1807  132933.0     4.0      NaN     NaN     NaN     3.0
1808  132934.0     4.0      NaN     NaN     NaN     1.0
1809  132935.0     4.0      NaN     NaN     NaN     7.0
1810  132936.0     1.0     30.0     2.0     7.0     NaN
1811  132937.0     4.0      NaN     NaN     NaN     3.0
1812  132938.0     1.0     64.0     NaN     5.0     NaN
1813  132939.0     4.0      NaN     NaN     NaN     3.0
1814  132941.0     4.0      NaN     NaN     NaN     4.0
1815  132942.0     1.0     32.0     1.0     5.0     NaN
1816  132943.0     4.0      NaN     NaN     NaN     4.0
1817  132945.0     1.0     12.0     2.0     5.0     NaN
1818  132946.0     NaN      NaN     NaN     NaN     NaN
1819  132947.0     1.0     48.0     NaN     4.0     NaN
1820  132948.0     4.0      NaN     NaN     NaN     3.0
1821  132949.0     1.0      8.0     2.0     3.0     NaN
1822  132950.0     1.0     50.0     NaN     6.0     NaN
1823  132952.0     4.0      NaN     NaN     NaN     1.0
1824  132953.0     4.0      NaN     NaN     NaN     4.0
1825  132954.0     4.0      NaN     NaN     NaN     2.0
1826  132956.0     3.0      NaN     NaN     NaN     NaN
1827  132957.0     3.0      NaN     NaN     NaN     NaN
1828  132958.0     4.0      NaN     NaN     NaN     3.0
1829  132959.0     1.0     40.0     NaN     5.0     NaN
1830  132960.0     1.0     50.0     NaN     5.0     NaN
1831  132961.0     4.0      NaN     NaN     NaN     3.0
1832  132962.0     1.0     40.0     NaN     5.0     NaN
1833  132963.0     4.0      NaN     NaN     NaN     4.0
1834  132964.0     1.0     42.0     NaN     5.0     NaN
1835  132965.0     2.0      NaN     2.0     1.0     NaN
1836  132970.0     1.0     40.0     NaN     5.0     NaN
1837  132971.0     1.0     47.0     NaN     5.0     NaN
1838  132972.0     1.0     40.0     NaN     4.0     NaN
1839  132973.0     4.0      NaN     NaN     NaN     3.0
1840  132976.0     4.0      NaN     NaN     NaN     3.0
1841  132977.0     1.0     40.0     NaN     5.0     NaN
1842  132978.0     1.0     40.0     NaN     5.0     NaN
1843  132979.0     1.0     36.0     NaN     5.0     NaN
1844  132980.0     1.0     40.0     NaN     4.0     NaN
1845  132982.0     4.0      NaN     NaN     NaN     3.0
1846  132983.0     1.0     40.0     NaN     6.0     NaN
1847  132984.0     4.0      NaN     NaN     NaN     4.0
1848  132985.0     1.0     40.0     NaN     4.0     NaN
1849  132986.0     4.0      NaN     NaN     NaN     3.0
1850  132990.0     1.0     34.0     2.0     4.0     NaN
1851  132991.0     1.0     40.0     NaN     5.0     NaN
1852  132992.0     4.0      NaN     NaN     NaN     3.0
1853  132993.0     4.0      NaN     NaN     NaN     3.0
1854  132994.0     4.0      NaN     NaN     NaN     3.0
1855  132995.0     4.0      NaN     NaN     NaN     3.0
1856  132996.0     1.0     40.0     NaN     5.0     NaN
1857  132998.0     1.0     30.0     1.0     4.0     NaN
1858  133001.0     1.0     40.0     NaN     5.0     NaN
1859  133002.0     4.0      NaN     NaN     NaN     4.0
1860  133003.0     4.0      NaN     NaN     NaN     3.0
1861  133004.0     4.0      NaN     NaN     NaN     3.0
1862  133005.0     4.0      NaN     NaN     NaN     3.0
1863  133007.0     4.0      NaN     NaN     NaN     2.0
1864  133009.0     1.0     50.0     NaN     5.0     NaN
1865  133010.0     4.0      NaN     NaN     NaN     3.0
1866  133012.0     4.0      NaN     NaN     NaN     1.0
1867  133013.0     1.0     44.0     NaN     5.0     NaN
1868  133014.0     3.0      NaN     NaN     NaN     NaN
1869  133015.0     1.0     40.0     NaN     5.0     NaN
1870  133018.0     4.0      NaN     NaN     NaN     4.0
1871  133019.0     4.0      NaN     NaN     NaN     4.0
1872  133020.0     1.0     24.0     2.0     5.0     NaN
1873  133021.0     4.0      NaN     NaN     NaN     1.0
1874  133022.0     1.0     16.0     1.0     5.0     NaN
1875  133023.0     1.0     50.0     NaN     6.0     NaN
1876  133024.0     2.0      NaN     2.0     2.0     NaN
1877  133025.0     4.0      NaN     NaN     NaN     3.0
1878  133027.0     1.0     40.0     NaN     5.0     NaN
1879  133028.0     4.0      NaN     NaN     NaN     3.0
1880  133030.0     1.0     28.0     2.0     3.0     NaN
1881  133031.0     4.0      NaN     NaN     NaN     3.0
1882  133032.0     4.0      NaN     NaN     NaN     3.0
1883  133033.0     1.0     55.0     NaN     5.0     NaN
1884  133035.0     1.0     40.0     NaN     5.0     NaN
1885  133036.0     3.0      NaN     NaN     NaN     NaN
1886  133038.0     1.0     40.0     NaN     5.0     NaN
1887  133039.0     2.0      NaN     1.0     5.0     NaN
1888  133040.0     1.0     18.0     2.0     3.0     NaN
1889  133041.0     1.0     38.0     NaN     6.0     NaN
1890  133042.0     4.0      NaN     NaN     NaN     3.0
1891  133044.0     1.0      8.0     2.0     7.0     NaN
1892  133046.0     1.0     40.0     NaN     5.0     NaN
1893  133047.0     NaN      NaN     NaN     NaN     NaN
1894  133048.0     1.0     28.0     2.0     3.0     NaN
1895  133049.0     4.0      NaN     NaN     NaN     3.0
1896  133050.0     4.0      NaN     NaN     NaN     3.0
1897  133051.0     2.0      NaN     2.0     3.0     NaN
1898  133053.0     1.0     38.0     NaN     6.0     NaN
1899  133055.0     1.0     40.0     NaN     5.0     NaN
1900  133056.0     1.0     50.0     NaN     5.0     NaN
1901  133057.0     1.0     40.0     NaN     5.0     NaN
1902  133058.0     4.0      NaN     NaN     NaN     1.0
1903  133059.0     4.0      NaN     NaN     NaN     3.0
1904  133060.0     3.0      NaN     NaN     NaN     NaN
1905  133064.0     4.0      NaN     NaN     NaN     3.0
1906  133065.0     1.0     40.0     NaN     5.0     NaN
1907  133066.0     4.0      NaN     NaN     NaN     3.0
1908  133068.0     4.0      NaN     NaN     NaN     7.0
1909  133069.0     4.0      NaN     NaN     NaN     3.0
1910  133070.0     4.0      NaN     NaN     NaN     2.0
1911  133071.0     1.0     20.0     2.0     3.0     NaN
1912  133074.0     2.0      NaN     2.0     2.0     NaN
1913  133075.0     4.0      NaN     NaN     NaN     2.0
1914  133076.0     4.0      NaN     NaN     NaN     4.0
1915  133077.0     1.0     40.0     NaN     5.0     NaN
1916  133078.0     4.0      NaN     NaN     NaN     3.0
1917  133080.0     1.0      5.0     1.0     4.0     NaN
1918  133081.0     4.0      NaN     NaN     NaN     3.0
1919  133082.0     1.0     20.0     2.0     3.0     NaN
1920  133083.0     4.0      NaN     NaN     NaN     3.0
1921  133084.0     1.0     37.0     NaN     7.0     NaN
1922  133085.0     1.0     38.0     NaN     5.0     NaN
1923  133086.0     1.0      5.0     2.0     1.0     NaN
1924  133087.0     4.0      NaN     NaN     NaN     3.0
1925  133088.0     4.0      NaN     NaN     NaN     2.0
1926  133089.0     4.0      NaN     NaN     NaN     1.0
1927  133090.0     4.0      NaN     NaN     NaN     3.0
1928  133091.0     4.0      NaN     NaN     NaN     3.0
1929  133092.0     4.0      NaN     NaN     NaN     3.0
1930  133093.0     1.0     45.0     NaN     5.0     NaN
1931  133094.0     4.0      NaN     NaN     NaN     7.0
1932  133095.0     1.0     40.0     NaN     5.0     NaN
1933  133096.0     4.0      NaN     NaN     NaN     3.0
1934  133097.0     4.0      NaN     NaN     NaN     3.0
1935  133098.0     1.0     30.0     2.0     5.0     NaN
1936  133099.0     1.0     35.0     NaN     5.0     NaN
1937  133100.0     1.0     33.0     2.0     4.0     NaN
1938  133101.0     4.0      NaN     NaN     NaN     4.0
1939  133104.0     4.0      NaN     NaN     NaN     4.0
1940  133106.0     1.0     40.0     NaN     5.0     NaN
1941  133108.0     1.0     50.0     NaN     7.0     NaN
1942  133109.0     4.0      NaN     NaN     NaN     4.0
1943  133111.0     1.0     60.0     NaN     7.0     NaN
1944  133112.0     1.0     40.0     NaN     5.0     NaN
1945  133113.0     1.0     25.0     2.0     4.0     NaN
1946  133114.0     4.0      NaN     NaN     NaN     4.0
1947  133115.0     1.0     40.0     NaN     5.0     NaN
1948  133116.0     4.0      NaN     NaN     NaN     4.0
1949  133120.0     1.0     40.0     NaN     5.0     NaN
1950  133122.0     1.0     20.0     2.0     4.0     NaN
1951  133123.0     1.0     30.0     1.0     5.0     NaN
1952  133125.0     1.0     40.0     NaN     5.0     NaN
1953  133127.0     4.0      NaN     NaN     NaN     2.0
1954  133129.0     4.0      NaN     NaN     NaN     3.0
1955  133130.0     1.0     45.0     NaN     5.0     NaN
1956  133131.0     4.0      NaN     NaN     NaN     1.0
1957  133133.0     1.0      8.0     1.0     5.0     NaN
1958  133134.0     1.0     40.0     NaN     5.0     NaN
1959  133135.0     1.0     40.0     NaN     5.0     NaN
1960  133136.0     1.0     40.0     NaN     5.0     NaN
1961  133137.0     4.0      NaN     NaN     NaN     4.0
1962  133139.0     4.0      NaN     NaN     NaN     3.0
1963  133140.0     1.0     35.0     NaN     5.0     NaN
1964  133141.0     1.0     65.0     NaN     5.0     NaN
1965  133143.0     4.0      NaN     NaN     NaN     4.0
1966  133144.0     4.0      NaN     NaN     NaN     7.0
1967  133145.0     2.0      NaN     2.0     4.0     NaN
1968  133146.0     4.0      NaN     NaN     NaN     3.0
1969  133147.0     4.0      NaN     NaN     NaN     3.0
1970  133149.0     1.0     50.0     NaN     5.0     NaN
1971  133150.0     1.0     40.0     NaN     5.0     NaN
1972  133151.0     4.0      NaN     NaN     NaN     3.0
1973  133152.0     1.0     20.0     2.0     4.0     NaN
1974  133153.0     1.0     40.0     NaN     5.0     NaN
1975  133154.0     4.0      NaN     NaN     NaN     3.0
1976  133156.0     4.0      NaN     NaN     NaN     3.0
1977  133158.0     4.0      NaN     NaN     NaN     3.0
1978  133159.0     1.0     30.0     1.0     4.0     NaN
1979  133160.0     4.0      NaN     NaN     NaN     3.0
1980  133161.0     1.0     38.0     NaN     5.0     NaN
1981  133162.0     1.0     50.0     NaN     5.0     NaN
1982  133165.0     1.0     55.0     NaN     5.0     NaN
1983  133166.0     1.0     36.0     NaN     5.0     NaN
1984  133167.0     2.0      NaN     1.0     5.0     NaN
1985  133169.0     1.0     50.0     NaN     6.0     NaN
1986  133170.0     4.0      NaN     NaN     NaN     3.0
1987  133171.0     1.0     42.0     NaN     4.0     NaN
1988  133172.0     4.0      NaN     NaN     NaN     4.0
1989  133174.0     1.0  99999.0     1.0     6.0     NaN
1990  133177.0     1.0     30.0     2.0     5.0     NaN
1991  133178.0     4.0      NaN     NaN     NaN     3.0
1992  133179.0     2.0      NaN     2.0     3.0     NaN
1993  133181.0     1.0     32.0     1.0     5.0     NaN
1994  133182.0     1.0     40.0     NaN     5.0     NaN
1995  133183.0     4.0      NaN     NaN     NaN     3.0
1996  133184.0     4.0      NaN     NaN     NaN     4.0
1997  133185.0     1.0     48.0     NaN     6.0     NaN
1998  133187.0     4.0      NaN     NaN     NaN     4.0
1999  133188.0     4.0      NaN     NaN     NaN     3.0
2000  133191.0     1.0     40.0     NaN     5.0     NaN
2001  133192.0     1.0     80.0     NaN     7.0     NaN
2002  133193.0     4.0      NaN     NaN     NaN     4.0
2003  133194.0     1.0     41.0     NaN     5.0     NaN
2004  133195.0     1.0     30.0     2.0     3.0     NaN
2005  133198.0     4.0      NaN     NaN     NaN     2.0
2006  133199.0     1.0     40.0     NaN     5.0     NaN
2007  133200.0     4.0      NaN     NaN     NaN     3.0
2008  133202.0     1.0     40.0     NaN     5.0     NaN
2009  133206.0     4.0      NaN     NaN     NaN     3.0
2010  133207.0     1.0     40.0     NaN     5.0     NaN
2011  133208.0     1.0     80.0     NaN     7.0     NaN
2012  133209.0     1.0     40.0     NaN     5.0     NaN
2013  133210.0     1.0     40.0     NaN     5.0     NaN
2014  133211.0     4.0      NaN     NaN     NaN     3.0
2015  133212.0     4.0      NaN     NaN     NaN     4.0
2016  133213.0     4.0      NaN     NaN     NaN     3.0
2017  133215.0     1.0     40.0     NaN     5.0     NaN
2018  133216.0     2.0      NaN     1.0     5.0     NaN
2019  133218.0     4.0      NaN     NaN     NaN     3.0
2020  133221.0     4.0      NaN     NaN     NaN     3.0
2021  133222.0     1.0     40.0     NaN     5.0     NaN
2022  133223.0     1.0     30.0     1.0     3.0     NaN
2023  133224.0     1.0     12.0     2.0     1.0     NaN
2024  133225.0     4.0      NaN     NaN     NaN     4.0
2025  133226.0     1.0     12.0     2.0     2.0     NaN
2026  133229.0     1.0     16.0     1.0     5.0     NaN
2027  133230.0     1.0     40.0     NaN     5.0     NaN
2028  133231.0     1.0     25.0     2.0     5.0     NaN
2029  133233.0     1.0     40.0     NaN     5.0     NaN
2030  133234.0     4.0      NaN     NaN     NaN     1.0
2031  133235.0     1.0     40.0     NaN     5.0     NaN
2032  133236.0     1.0     28.0     2.0     6.0     NaN
2033  133238.0     1.0     55.0     NaN     5.0     NaN
2034  133240.0     1.0     50.0     NaN     5.0     NaN
2035  133243.0     1.0     26.0     1.0     5.0     NaN
2036  133246.0     1.0     34.0     1.0     4.0     NaN
2037  133247.0     4.0      NaN     NaN     NaN     3.0
2038  133249.0     1.0     60.0     NaN     7.0     NaN
2039  133250.0     1.0     40.0     NaN     5.0     NaN
2040  133251.0     4.0      NaN     NaN     NaN     3.0
2041  133252.0     1.0     45.0     NaN     5.0     NaN
2042  133253.0     4.0      NaN     NaN     NaN     2.0
2043  133255.0     1.0     25.0     1.0     5.0     NaN
2044  133257.0     1.0     40.0     NaN     4.0     NaN
2045  133261.0     4.0      NaN     NaN     NaN     3.0
2046  133262.0     1.0     10.0     2.0     3.0     NaN
2047  133263.0     3.0      NaN     NaN     NaN     NaN
2048  133264.0     2.0      NaN     1.0     5.0     NaN
2049  133265.0     1.0     50.0     NaN     5.0     NaN
2050  133266.0     4.0      NaN     NaN     NaN     3.0
2051  133268.0     1.0     60.0     NaN     5.0     NaN
2052  133270.0     1.0     40.0     NaN     5.0     NaN
2053  133271.0     4.0      NaN     NaN     NaN     3.0
2054  133273.0     4.0      NaN     NaN     NaN     3.0
2055  133275.0     1.0     50.0     NaN     7.0     NaN
2056  133277.0     4.0      NaN     NaN     NaN     3.0
2057  133278.0     4.0      NaN     NaN     NaN     3.0
2058  133279.0     3.0      NaN     NaN     NaN     NaN
2059  133283.0     4.0      NaN     NaN     NaN     3.0
2060  133284.0     1.0     36.0     NaN     3.0     NaN
2061  133287.0     4.0      NaN     NaN     NaN     3.0
2062  133289.0     4.0      NaN     NaN     NaN     1.0
2063  133290.0     4.0      NaN     NaN     NaN     3.0
2064  133291.0     1.0      5.0     2.0     3.0     NaN
2065  133292.0     1.0     40.0     NaN     7.0     NaN
2066  133293.0     1.0     32.0     2.0     4.0     NaN
2067  133296.0     4.0      NaN     NaN     NaN     4.0
2068  133298.0     1.0     40.0     NaN     5.0     NaN
2069  133299.0     4.0      NaN     NaN     NaN     4.0
2070  133300.0     1.0     55.0     NaN     5.0     NaN
2071  133302.0     1.0     40.0     NaN     5.0     NaN
2072  133303.0     1.0     60.0     NaN     6.0     NaN
2073  133304.0     1.0     45.0     NaN     6.0     NaN
2074  133305.0     1.0     40.0     NaN     5.0     NaN
2075  133307.0     4.0      NaN     NaN     NaN     4.0
2076  133310.0     4.0      NaN     NaN     NaN     3.0
2077  133311.0     2.0      NaN     1.0     5.0     NaN
2078  133314.0     3.0      NaN     NaN     NaN     NaN
2079  133315.0     1.0      5.0     2.0     5.0     NaN
2080  133316.0     4.0      NaN     NaN     NaN     3.0
2081  133317.0     1.0     35.0     NaN     5.0     NaN
2082  133318.0     1.0     40.0     NaN     5.0     NaN
2083  133320.0     1.0     50.0     NaN     5.0     NaN
2084  133321.0     1.0     40.0     NaN     6.0     NaN
2085  133322.0     4.0      NaN     NaN     NaN     4.0
2086  133324.0     4.0      NaN     NaN     NaN     3.0
2087  133325.0     1.0     45.0     NaN     5.0     NaN
2088  133326.0     4.0      NaN     NaN     NaN     7.0
2089  133328.0     4.0      NaN     NaN     NaN     4.0
2090  133329.0     1.0     50.0     NaN     5.0     NaN
2091  133330.0     1.0      5.0     2.0     4.0     NaN
2092  133331.0     1.0     48.0     NaN     4.0     NaN
2093  133332.0     1.0     40.0     NaN     5.0     NaN
2094  133334.0     1.0     45.0     NaN     6.0     NaN
2095  133336.0     1.0     42.0     NaN     5.0     NaN
2096  133337.0     1.0     36.0     NaN     3.0     NaN
2097  133338.0     3.0      NaN     NaN     NaN     NaN
2098  133340.0     4.0      NaN     NaN     NaN     3.0
2099  133342.0     1.0     44.0     NaN     4.0     NaN
2100  133343.0     1.0     54.0     NaN     6.0     NaN
2101  133344.0     4.0      NaN     NaN     NaN     3.0
2102  133346.0     4.0      NaN     NaN     NaN     1.0
2103  133347.0     4.0      NaN     NaN     NaN     3.0
2104  133348.0     1.0     20.0     2.0     6.0     NaN
2105  133349.0     4.0      NaN     NaN     NaN     7.0
2106  133350.0     4.0      NaN     NaN     NaN     3.0
2107  133352.0     1.0     40.0     NaN     5.0     NaN
2108  133354.0     4.0      NaN     NaN     NaN     3.0
2109  133356.0     4.0      NaN     NaN     NaN     3.0
2110  133357.0     4.0      NaN     NaN     NaN     3.0
2111  133358.0     4.0      NaN     NaN     NaN     3.0
2112  133360.0     1.0     23.0     2.0     7.0     NaN
2113  133361.0     1.0     40.0     NaN     5.0     NaN
2114  133362.0     4.0      NaN     NaN     NaN     3.0
2115  133364.0     2.0      NaN     2.0     5.0     NaN
2116  133366.0     4.0      NaN     NaN     NaN     3.0
2117  133367.0     4.0      NaN     NaN     NaN     1.0
2118  133368.0     3.0      NaN     NaN     NaN     NaN
2119  133369.0     1.0     50.0     NaN     5.0     NaN
2120  133370.0     1.0     30.0     2.0     5.0     NaN
2121  133371.0     4.0      NaN     NaN     NaN     3.0
2122  133373.0     2.0      NaN     2.0     1.0     NaN
2123  133374.0     4.0      NaN     NaN     NaN     3.0
2124  133377.0     4.0      NaN     NaN     NaN     3.0
2125  133378.0     4.0      NaN     NaN     NaN     2.0
2126  133379.0     1.0     15.0     2.0     4.0     NaN
2127  133380.0     4.0      NaN     NaN     NaN     3.0
2128  133381.0     1.0     40.0     NaN     5.0     NaN
2129  133382.0     1.0     24.0     2.0     3.0     NaN
2130  133384.0     1.0     40.0     NaN     5.0     NaN
2131  133385.0     1.0     40.0     NaN     5.0     NaN
2132  133386.0     4.0      NaN     NaN     NaN     5.0
2133  133388.0     3.0      NaN     NaN     NaN     NaN
2134  133389.0     4.0      NaN     NaN     NaN     3.0
2135  133390.0     1.0     45.0     NaN     5.0     NaN
2136  133393.0     1.0     50.0     NaN     5.0     NaN
2137  133394.0     4.0      NaN     NaN     NaN     4.0
2138  133395.0     2.0      NaN     1.0     5.0     NaN
2139  133396.0     1.0     16.0     2.0     2.0     NaN
2140  133397.0     4.0      NaN     NaN     NaN     3.0
2141  133398.0     1.0     22.0     2.0     5.0     NaN
2142  133399.0     1.0     55.0     NaN     6.0     NaN
2143  133400.0     4.0      NaN     NaN     NaN     2.0
2144  133401.0     1.0     50.0     NaN     5.0     NaN
2145  133402.0     1.0     44.0     NaN     4.0     NaN
2146  133406.0     3.0      NaN     NaN     NaN     NaN
2147  133412.0     1.0     32.0     1.0     5.0     NaN
2148  133413.0     4.0      NaN     NaN     NaN     2.0
2149  133414.0     1.0     40.0     NaN     5.0     NaN
2150  133418.0     1.0     48.0     NaN     5.0     NaN
2151  133419.0     2.0      NaN     1.0     5.0     NaN
2152  133421.0     4.0      NaN     NaN     NaN     4.0
2153  133422.0     3.0      NaN     NaN     NaN     NaN
2154  133425.0     1.0     31.0     1.0     5.0     NaN
2155  133426.0     1.0     40.0     NaN     5.0     NaN
2156  133427.0     1.0     35.0     NaN     5.0     NaN
2157  133428.0     4.0      NaN     NaN     NaN     3.0
2158  133429.0     1.0     45.0     NaN     5.0     NaN
2159  133430.0     4.0      NaN     NaN     NaN     3.0
2160  133434.0     1.0     45.0     NaN     6.0     NaN
2161  133435.0     1.0     53.0     NaN     4.0     NaN
2162  133436.0     1.0     40.0     NaN     5.0     NaN
2163  133438.0     2.0      NaN     1.0     6.0     NaN
2164  133439.0     1.0     43.0     NaN     5.0     NaN
2165  133440.0     1.0     38.0     NaN     5.0     NaN
2166  133441.0     1.0     45.0     NaN     5.0     NaN
2167  133444.0     4.0      NaN     NaN     NaN     2.0
2168  133445.0     4.0      NaN     NaN     NaN     4.0
2169  133446.0     1.0     40.0     NaN     5.0     NaN
2170  133447.0     4.0      NaN     NaN     NaN     3.0
2171  133448.0     1.0     45.0     NaN     5.0     NaN
2172  133450.0     4.0      NaN     NaN     NaN     3.0
2173  133451.0     1.0     45.0     NaN     5.0     NaN
2174  133453.0     1.0     40.0     NaN     4.0     NaN
2175  133454.0     1.0     41.0     NaN     5.0     NaN
2176  133455.0     1.0     40.0     NaN     5.0     NaN
2177  133457.0     1.0     35.0     NaN     5.0     NaN
2178  133459.0     4.0      NaN     NaN     NaN     7.0
2179  133461.0     4.0      NaN     NaN     NaN     3.0
2180  133462.0     1.0     50.0     NaN     5.0     NaN
2181  133463.0     4.0      NaN     NaN     NaN     2.0
