participant_id,Type_Work_Last_Week,Hours_Worked_Last_Week,Days_Worked_Per_Week,Reason_Not_Worked_Last_Week,participant_id_outlier,Type_Work_Last_Week_outlier,Hours_Worked_Last_Week_outlier,Days_Worked_Per_Week_outlier,Reason_Not_Worked_Last_Week_outlier
130941.0,1.0,20.0,3.0,,False,False,False,True,False
130942.0,4.0,,,4.0,False,False,False,False,True
130943.0,4.0,,,3.0,False,False,False,False,False
130944.0,1.0,40.0,5.0,,False,False,False,False,False
130945.0,3.0,,,,False,False,False,False,False
130946.0,4.0,,,1.0,False,False,False,False,True
130947.0,4.0,,,3.0,False,False,False,False,False
130948.0,4.0,,,4.0,False,False,False,False,True
130950.0,4.0,,,3.0,False,False,False,False,False
130951.0,1.0,45.0,4.0,,False,False,False,True,False
130952.0,1.0,41.0,4.0,,False,False,False,True,False
130953.0,4.0,,,3.0,False,False,False,False,False
130955.0,4.0,,,2.0,False,False,False,False,True
130956.0,1.0,40.0,5.0,,False,False,False,False,False
130960.0,4.0,,,3.0,False,False,False,False,False
130961.0,2.0,,5.0,,False,False,False,False,False
130962.0,4.0,,,2.0,False,False,False,False,True
130963.0,3.0,,,,False,False,False,False,False
130964.0,1.0,40.0,5.0,,False,False,False,False,False
130965.0,4.0,,,3.0,False,False,False,False,False
130966.0,1.0,40.0,5.0,,False,False,False,False,False
130967.0,4.0,,,1.0,False,False,False,False,True
130968.0,1.0,39.0,4.0,,False,False,False,True,False
130969.0,4.0,,,2.0,False,False,False,False,True
130970.0,1.0,12.0,3.0,,False,False,True,True,False
130972.0,1.0,60.0,,,False,False,False,False,False
130974.0,1.0,40.0,5.0,,False,False,False,False,False
130975.0,1.0,48.0,6.0,,False,False,False,True,False
130977.0,4.0,,,1.0,False,False,False,False,True
130978.0,4.0,,,3.0,False,False,False,False,False
130980.0,4.0,,,4.0,False,False,False,False,True
130981.0,1.0,36.0,5.0,,False,False,False,False,False
130982.0,4.0,,,3.0,False,False,False,False,False
130983.0,1.0,46.0,5.0,,False,False,False,False,False
130984.0,1.0,55.0,6.0,,False,False,False,True,False
130985.0,1.0,40.0,5.0,,False,False,False,False,False
130986.0,4.0,,,3.0,False,False,False,False,False
130991.0,1.0,21.0,4.0,,False,False,False,True,False
130992.0,1.0,30.0,4.0,,False,False,False,True,False
130994.0,4.0,,,1.0,False,False,False,False,True
130995.0,1.0,45.0,5.0,,False,False,False,False,False
130996.0,1.0,40.0,5.0,,False,False,False,False,False
131000.0,1.0,40.0,5.0,,False,False,False,False,False
131001.0,1.0,60.0,5.0,,False,False,False,False,False
131002.0,1.0,35.0,5.0,,False,False,False,False,False
131003.0,4.0,,,3.0,False,False,False,False,False
131004.0,1.0,40.0,5.0,,False,False,False,False,False
131005.0,4.0,,,3.0,False,False,False,False,False
131006.0,1.0,40.0,5.0,,False,False,False,False,False
131007.0,4.0,,,3.0,False,False,False,False,False
131009.0,4.0,,,2.0,False,False,False,False,True
131010.0,1.0,8.0,6.0,,False,False,True,True,False
131011.0,4.0,,,4.0,False,False,False,False,True
131012.0,1.0,50.0,5.0,,False,False,False,False,False
131013.0,1.0,43.0,5.0,,False,False,False,False,False
131014.0,4.0,,,3.0,False,False,False,False,False
131016.0,4.0,,,1.0,False,False,False,False,True
131017.0,1.0,45.0,4.0,,False,False,False,True,False
131019.0,4.0,,,4.0,False,False,False,False,True
131020.0,4.0,,,,False,False,False,False,False
131021.0,4.0,,,3.0,False,False,False,False,False
131023.0,4.0,,,3.0,False,False,False,False,False
131024.0,1.0,53.0,5.0,,False,False,False,False,False
131025.0,1.0,22.0,5.0,,False,False,False,False,False
131026.0,4.0,,,3.0,False,False,False,False,False
131027.0,4.0,,,1.0,False,False,False,False,True
131028.0,4.0,,,3.0,False,False,False,False,False
131030.0,1.0,50.0,,,False,False,False,False,False
131031.0,1.0,41.0,4.0,,False,False,False,True,False
131032.0,3.0,,,,False,False,False,False,False
131033.0,4.0,,,3.0,False,False,False,False,False
131034.0,3.0,,,,False,False,False,False,False
131035.0,4.0,,,2.0,False,False,False,False,True
131036.0,1.0,40.0,5.0,,False,False,False,False,False
131037.0,1.0,40.0,5.0,,False,False,False,False,False
131038.0,1.0,40.0,5.0,,False,False,False,False,False
131039.0,1.0,58.0,5.0,,False,False,False,False,False
131041.0,1.0,45.0,5.0,,False,False,False,False,False
131042.0,4.0,,,4.0,False,False,False,False,True
131044.0,1.0,40.0,5.0,,False,False,False,False,False
131045.0,4.0,,,3.0,False,False,False,False,False
131046.0,1.0,52.0,5.0,,False,False,False,False,False
131048.0,1.0,32.0,5.0,,False,False,False,False,False
131050.0,4.0,,,3.0,False,False,False,False,False
131051.0,4.0,,,4.0,False,False,False,False,True
131052.0,4.0,,,3.0,False,False,False,False,False
131053.0,4.0,,,1.0,False,False,False,False,True
131054.0,4.0,,,4.0,False,False,False,False,True
131055.0,4.0,,,3.0,False,False,False,False,False
131056.0,4.0,,,1.0,False,False,False,False,True
131057.0,4.0,,,3.0,False,False,False,False,False
131058.0,1.0,40.0,5.0,,False,False,False,False,False
131059.0,2.0,,3.0,,False,False,False,True,False
131060.0,1.0,50.0,5.0,,False,False,False,False,False
131061.0,4.0,,,3.0,False,False,False,False,False
131062.0,4.0,,,3.0,False,False,False,False,False
131063.0,4.0,,,1.0,False,False,False,False,True
131064.0,4.0,,,,False,False,False,False,False
131065.0,1.0,60.0,,,False,False,False,False,False
131066.0,1.0,20.0,4.0,,False,False,False,True,False
131067.0,1.0,48.0,5.0,,False,False,False,False,False
131070.0,1.0,40.0,5.0,,False,False,False,False,False
131073.0,1.0,60.0,6.0,,False,False,False,True,False
131074.0,1.0,45.0,5.0,,False,False,False,False,False
131075.0,1.0,80.0,,,False,False,True,False,False
131076.0,4.0,,,3.0,False,False,False,False,False
131077.0,1.0,5.0,4.0,,False,False,True,True,False
131078.0,,,,,False,False,False,False,False
131079.0,1.0,23.0,3.0,,False,False,False,True,False
131082.0,1.0,40.0,5.0,,False,False,False,False,False
131083.0,4.0,,,4.0,False,False,False,False,True
131084.0,1.0,44.0,5.0,,False,False,False,False,False
131085.0,4.0,,,3.0,False,False,False,False,False
